"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003
"34003015500","Census Tract 155","Census Tract 155, Bergen County, New Jersey","nj","140","00","ACSSF","0001506",,,,,"34","003",,,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003015500",,,"3704990","21986",1598,326,1272,20.4,79.6
"34003016000","Census Tract 160","Census Tract 160, Bergen County, New Jersey","nj","140","00","ACSSF","0001507",,,,,"34","003",,,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003016000",,,"5506593","3223028",1280,0,1280,0,100
"34003017100","Census Tract 171","Census Tract 171, Bergen County, New Jersey","nj","140","00","ACSSF","0001508",,,,,"34","003",,,,"017100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003017100",,,"2712423","15180",1561,0,1561,0,100
"34003017200","Census Tract 172","Census Tract 172, Bergen County, New Jersey","nj","140","00","ACSSF","0001509",,,,,"34","003",,,,"017200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003017200",,,"3192013","49378",1117,40,1077,3.58,96.42
"34003017300","Census Tract 173","Census Tract 173, Bergen County, New Jersey","nj","140","00","ACSSF","0001510",,,,,"34","003",,,,"017300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003017300",,,"2115143","70617",1400,41,1359,2.93,97.07
"34003017400","Census Tract 174","Census Tract 174, Bergen County, New Jersey","nj","140","00","ACSSF","0001511",,,,,"34","003",,,,"017400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003017400",,,"2429905","88665",1266,9,1257,0.71,99.29
"34003017500","Census Tract 175","Census Tract 175, Bergen County, New Jersey","nj","140","00","ACSSF","0001512",,,,,"34","003",,,,"017500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003017500",,,"2850223","6158",2009,43,1966,2.14,97.86
"34003018100","Census Tract 181","Census Tract 181, Bergen County, New Jersey","nj","140","00","ACSSF","0001513",,,,,"34","003",,,,"018100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003018100",,,"590364","0",1180,73,1107,6.19,93.81
"34003018200","Census Tract 182","Census Tract 182, Bergen County, New Jersey","nj","140","00","ACSSF","0001514",,,,,"34","003",,,,"018200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003018200",,,"1594710","4243",1307,177,1130,13.54,86.46
"34003019102","Census Tract 191.02","Census Tract 191.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001515",,,,,"34","003",,,,"019102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019102",,,"827541","617961",675,121,554,17.93,82.07
"34003019103","Census Tract 191.03","Census Tract 191.03, Bergen County, New Jersey","nj","140","00","ACSSF","0001516",,,,,"34","003",,,,"019103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019103",,,"823313","0",767,19,748,2.48,97.52
"34003019104","Census Tract 191.04","Census Tract 191.04, Bergen County, New Jersey","nj","140","00","ACSSF","0001517",,,,,"34","003",,,,"019104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019104",,,"582913","0",829,169,660,20.39,79.61
"34003019202","Census Tract 192.02","Census Tract 192.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001518",,,,,"34","003",,,,"019202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019202",,,"753947","297856",376,76,300,20.21,79.79
"34003019203","Census Tract 192.03","Census Tract 192.03, Bergen County, New Jersey","nj","140","00","ACSSF","0001519",,,,,"34","003",,,,"019203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019203",,,"278930","0",339,59,280,17.4,82.6
"34003019204","Census Tract 192.04","Census Tract 192.04, Bergen County, New Jersey","nj","140","00","ACSSF","0001520",,,,,"34","003",,,,"019204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019204",,,"438868","0",530,125,405,23.58,76.42
"34003019303","Census Tract 193.03","Census Tract 193.03, Bergen County, New Jersey","nj","140","00","ACSSF","0001521",,,,,"34","003",,,,"019303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019303",,,"888917","0",965,46,919,4.77,95.23
"34003019304","Census Tract 193.04","Census Tract 193.04, Bergen County, New Jersey","nj","140","00","ACSSF","0001522",,,,,"34","003",,,,"019304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019304",,,"570360","0",529,69,460,13.04,86.96
"34003019305","Census Tract 193.05","Census Tract 193.05, Bergen County, New Jersey","nj","140","00","ACSSF","0001523",,,,,"34","003",,,,"019305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019305",,,"785454","0",788,201,587,25.51,74.49
"34003019306","Census Tract 193.06","Census Tract 193.06, Bergen County, New Jersey","nj","140","00","ACSSF","0001524",,,,,"34","003",,,,"019306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003019306",,,"570427","0",338,21,317,6.21,93.79
"34003020100","Census Tract 201","Census Tract 201, Bergen County, New Jersey","nj","140","00","ACSSF","0001525",,,,,"34","003",,,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003020100",,,"9808960","215293",882,0,882,0,100
"34003020200","Census Tract 202","Census Tract 202, Bergen County, New Jersey","nj","140","00","ACSSF","0001526",,,,,"34","003",,,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003020200",,,"14574179","998928",1548,0,1548,0,100
"34003021100","Census Tract 211","Census Tract 211, Bergen County, New Jersey","nj","140","00","ACSSF","0001527",,,,,"34","003",,,,"021100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003021100",,,"1065662","0",1268,316,952,24.92,75.08
"34003021200","Census Tract 212","Census Tract 212, Bergen County, New Jersey","nj","140","00","ACSSF","0001528",,,,,"34","003",,,,"021200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003021200",,,"1151985","124410",1168,177,991,15.15,84.85
"34003021300","Census Tract 213","Census Tract 213, Bergen County, New Jersey","nj","140","00","ACSSF","0001529",,,,,"34","003",,,,"021300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003021300",,,"809184","0",1032,208,824,20.16,79.84
"34003021400","Census Tract 214","Census Tract 214, Bergen County, New Jersey","nj","140","00","ACSSF","0001530",,,,,"34","003",,,,"021400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003021400",,,"1005082","12318",1080,251,829,23.24,76.76
"34003021500","Census Tract 215","Census Tract 215, Bergen County, New Jersey","nj","140","00","ACSSF","0001531",,,,,"34","003",,,,"021500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003021500",,,"905376","29542",1325,485,840,36.6,63.4
"34003021600","Census Tract 216","Census Tract 216, Bergen County, New Jersey","nj","140","00","ACSSF","0001532",,,,,"34","003",,,,"021600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003021600",,,"530281","41023",1190,337,853,28.32,71.68
"34003022100","Census Tract 221","Census Tract 221, Bergen County, New Jersey","nj","140","00","ACSSF","0001533",,,,,"34","003",,,,"022100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003022100",,,"2164566","6367",1178,23,1155,1.95,98.05
"34003022200","Census Tract 222","Census Tract 222, Bergen County, New Jersey","nj","140","00","ACSSF","0001534",,,,,"34","003",,,,"022200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003022200",,,"4837392","29816",2314,117,2197,5.06,94.94
"34003023100","Census Tract 231","Census Tract 231, Bergen County, New Jersey","nj","140","00","ACSSF","0001535",,,,,"34","003",,,,"023100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023100",,,"2567224","262832",635,249,386,39.21,60.79
"34003023200","Census Tract 232","Census Tract 232, Bergen County, New Jersey","nj","140","00","ACSSF","0001536",,,,,"34","003",,,,"023200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023200",,,"1309387","0",1092,186,906,17.03,82.97
"34003023301","Census Tract 233.01","Census Tract 233.01, Bergen County, New Jersey","nj","140","00","ACSSF","0001537",,,,,"34","003",,,,"023301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023301",,,"1087398","0",485,0,485,0,100
"34003023302","Census Tract 233.02","Census Tract 233.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001538",,,,,"34","003",,,,"023302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023302",,,"585293","0",679,27,652,3.98,96.02
"34003023401","Census Tract 234.01","Census Tract 234.01, Bergen County, New Jersey","nj","140","00","ACSSF","0001539",,,,,"34","003",,,,"023401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023401",,,"434091","0",927,199,728,21.47,78.53
"34003023402","Census Tract 234.02","Census Tract 234.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001540",,,,,"34","003",,,,"023402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023402",,,"1523459","8691",976,143,833,14.65,85.35
"34003023501","Census Tract 235.01","Census Tract 235.01, Bergen County, New Jersey","nj","140","00","ACSSF","0001541",,,,,"34","003",,,,"023501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023501",,,"646121","0",631,86,545,13.63,86.37
"34003023502","Census Tract 235.02","Census Tract 235.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001542",,,,,"34","003",,,,"023502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023502",,,"602144","0",985,98,887,9.95,90.05
"34003023601","Census Tract 236.01","Census Tract 236.01, Bergen County, New Jersey","nj","140","00","ACSSF","0001543",,,,,"34","003",,,,"023601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023601",,,"1003461","47659",372,120,252,32.26,67.74
"34003023602","Census Tract 236.02","Census Tract 236.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001544",,,,,"34","003",,,,"023602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003023602",,,"1096822","90882",1030,303,727,29.42,70.58
"34003024100","Census Tract 241","Census Tract 241, Bergen County, New Jersey","nj","140","00","ACSSF","0001545",,,,,"34","003",,,,"024100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003024100",,,"8586631","2195765",1431,134,1297,9.36,90.64
"34003024200","Census Tract 242","Census Tract 242, Bergen County, New Jersey","nj","140","00","ACSSF","0001546",,,,,"34","003",,,,"024200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003024200",,,"4779996","563028",1316,188,1128,14.29,85.71
"34003025100","Census Tract 251","Census Tract 251, Bergen County, New Jersey","nj","140","00","ACSSF","0001547",,,,,"34","003",,,,"025100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003025100",,,"2328092","8738",1266,324,942,25.59,74.41
"34003025200","Census Tract 252","Census Tract 252, Bergen County, New Jersey","nj","140","00","ACSSF","0001548",,,,,"34","003",,,,"025200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003025200",,,"1617448","0",1142,16,1126,1.4,98.6
"34003026100","Census Tract 261","Census Tract 261, Bergen County, New Jersey","nj","140","00","ACSSF","0001549",,,,,"34","003",,,,"026100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003026100",,,"3143670","8536",1097,15,1082,1.37,98.63
"34003026200","Census Tract 262","Census Tract 262, Bergen County, New Jersey","nj","140","00","ACSSF","0001550",,,,,"34","003",,,,"026200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003026200",,,"4371597","82239",1394,60,1334,4.3,95.7
"34003027000","Census Tract 270","Census Tract 270, Bergen County, New Jersey","nj","140","00","ACSSF","0001551",,,,,"34","003",,,,"027000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003027000",,,"4505070","27286",1201,0,1201,0,100
"34003028001","Census Tract 280.01","Census Tract 280.01, Bergen County, New Jersey","nj","140","00","ACSSF","0001552",,,,,"34","003",,,,"028001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003028001",,,"2458444","273534",1238,95,1143,7.67,92.33
"34003028002","Census Tract 280.02","Census Tract 280.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001553",,,,,"34","003",,,,"028002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003028002",,,"1486435","0",751,36,715,4.79,95.21
"34003029100","Census Tract 291","Census Tract 291, Bergen County, New Jersey","nj","140","00","ACSSF","0001554",,,,,"34","003",,,,"029100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003029100",,,"1048633","93531",585,57,528,9.74,90.26
"34003029200","Census Tract 292","Census Tract 292, Bergen County, New Jersey","nj","140","00","ACSSF","0001555",,,,,"34","003",,,,"029200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003029200",,,"2776970","401664",1056,153,903,14.49,85.51
"34003030100","Census Tract 301","Census Tract 301, Bergen County, New Jersey","nj","140","00","ACSSF","0001556",,,,,"34","003",,,,"030100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003030100",,,"2177566","0",1276,219,1057,17.16,82.84
"34003030200","Census Tract 302","Census Tract 302, Bergen County, New Jersey","nj","140","00","ACSSF","0001557",,,,,"34","003",,,,"030200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003030200",,,"1424391","24860",1336,104,1232,7.78,92.22
"34003030300","Census Tract 303","Census Tract 303, Bergen County, New Jersey","nj","140","00","ACSSF","0001558",,,,,"34","003",,,,"030300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003030300",,,"1063126","20362",900,184,716,20.44,79.56
"34003030400","Census Tract 304","Census Tract 304, Bergen County, New Jersey","nj","140","00","ACSSF","0001559",,,,,"34","003",,,,"030400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003030400",,,"1219940","0",1062,144,918,13.56,86.44
"34003031100","Census Tract 311","Census Tract 311, Bergen County, New Jersey","nj","140","00","ACSSF","0001560",,,,,"34","003",,,,"031100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003031100",,,"8186427","847264",1067,19,1048,1.78,98.22
"34003031200","Census Tract 312","Census Tract 312, Bergen County, New Jersey","nj","140","00","ACSSF","0001561",,,,,"34","003",,,,"031200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003031200",,,"1073798","36896",811,136,675,16.77,83.23
"34003031300","Census Tract 313","Census Tract 313, Bergen County, New Jersey","nj","140","00","ACSSF","0001562",,,,,"34","003",,,,"031300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003031300",,,"1374674","101209",1032,1,1031,0.1,99.9
"34003031400","Census Tract 314","Census Tract 314, Bergen County, New Jersey","nj","140","00","ACSSF","0001563",,,,,"34","003",,,,"031400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003031400",,,"1238703","0",1058,62,996,5.86,94.14
"34003032102","Census Tract 321.02","Census Tract 321.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001564",,,,,"34","003",,,,"032102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003032102",,,"15242941","229844",1402,0,1402,0,100
"34003032103","Census Tract 321.03","Census Tract 321.03, Bergen County, New Jersey","nj","140","00","ACSSF","0001565",,,,,"34","003",,,,"032103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003032103",,,"4736300","3762",964,58,906,6.02,93.98
"34003032104","Census Tract 321.04","Census Tract 321.04, Bergen County, New Jersey","nj","140","00","ACSSF","0001566",,,,,"34","003",,,,"032104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003032104",,,"36245079","959723",521,58,463,11.13,88.87
"34003032201","Census Tract 322.01","Census Tract 322.01, Bergen County, New Jersey","nj","140","00","ACSSF","0001567",,,,,"34","003",,,,"032201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003032201",,,"5644326","27494",987,0,987,0,100
"34003032202","Census Tract 322.02","Census Tract 322.02, Bergen County, New Jersey","nj","140","00","ACSSF","0001568",,,,,"34","003",,,,"032202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003032202",,,"3896056","52082",1157,190,967,16.42,83.58
"34003033100","Census Tract 331","Census Tract 331, Bergen County, New Jersey","nj","140","00","ACSSF","0001569",,,,,"34","003",,,,"033100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003033100",,,"1233991","0",732,0,732,0,100
"34003033200","Census Tract 332","Census Tract 332, Bergen County, New Jersey","nj","140","00","ACSSF","0001570",,,,,"34","003",,,,"033200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003033200",,,"1241283","5141",466,25,441,5.36,94.64
"34003033300","Census Tract 333","Census Tract 333, Bergen County, New Jersey","nj","140","00","ACSSF","0001571",,,,,"34","003",,,,"033300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003033300",,,"857241","0",699,14,685,2,98
"34003034000","Census Tract 340","Census Tract 340, Bergen County, New Jersey","nj","140","00","ACSSF","0001572",,,,,"34","003",,,,"034000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003034000",,,"4068252","21022",1713,127,1586,7.41,92.59
"34003035100","Census Tract 351","Census Tract 351, Bergen County, New Jersey","nj","140","00","ACSSF","0001573",,,,,"34","003",,,,"035100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34003035100",,,"10419918","25132",2097,261,1836,12.45,87.55
