"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Population Under 18 Years of Age for Whom Poverty Status Is Determined:","Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: Living in Poverty","% Population Under 18 Years of Age for Whom Poverty Status Is Determined: At or Above Poverty Level"
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003
"34017006600","Census Tract 66","Census Tract 66, Hudson County, New Jersey","nj","140","00","ACSSF","0002282",,,,,"34","017",,,,"006600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017006600",,,"346099","0",353,81,272,22.95,77.05
"34017006700","Census Tract 67","Census Tract 67, Hudson County, New Jersey","nj","140","00","ACSSF","0002283",,,,,"34","017",,,,"006700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017006700",,,"737490","0",1014,552,462,54.44,45.56
"34017006800","Census Tract 68","Census Tract 68, Hudson County, New Jersey","nj","140","00","ACSSF","0002284",,,,,"34","017",,,,"006800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017006800",,,"348015","0",1002,399,603,39.82,60.18
"34017006900","Census Tract 69","Census Tract 69, Hudson County, New Jersey","nj","140","00","ACSSF","0002285",,,,,"34","017",,,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017006900",,,"3566503","280192",21,12,9,57.14,42.86
"34017007000","Census Tract 70","Census Tract 70, Hudson County, New Jersey","nj","140","00","ACSSF","0002286",,,,,"34","017",,,,"007000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007000",,,"251927","0",502,0,502,0,100
"34017007100","Census Tract 71","Census Tract 71, Hudson County, New Jersey","nj","140","00","ACSSF","0002287",,,,,"34","017",,,,"007100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007100",,,"340042","0",595,64,531,10.76,89.24
"34017007200","Census Tract 72","Census Tract 72, Hudson County, New Jersey","nj","140","00","ACSSF","0002288",,,,,"34","017",,,,"007200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007200",,,"298390","0",401,6,395,1.5,98.5
"34017007300","Census Tract 73","Census Tract 73, Hudson County, New Jersey","nj","140","00","ACSSF","0002289",,,,,"34","017",,,,"007300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007300",,,"599606","174540",260,0,260,0,100
"34017007400","Census Tract 74","Census Tract 74, Hudson County, New Jersey","nj","140","00","ACSSF","0002290",,,,,"34","017",,,,"007400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007400",,,"251648","611309",709,12,697,1.69,98.31
"34017007500","Census Tract 75","Census Tract 75, Hudson County, New Jersey","nj","140","00","ACSSF","0002291",,,,,"34","017",,,,"007500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007500",,,"302082","0",948,14,934,1.48,98.52
"34017007600","Census Tract 76","Census Tract 76, Hudson County, New Jersey","nj","140","00","ACSSF","0002292",,,,,"34","017",,,,"007600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007600",,,"553398","702436",769,26,743,3.38,96.62
"34017007700","Census Tract 77","Census Tract 77, Hudson County, New Jersey","nj","140","00","ACSSF","0002293",,,,,"34","017",,,,"007700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007700",,,"1003314","709815",929,0,929,0,100
"34017007800","Census Tract 78","Census Tract 78, Hudson County, New Jersey","nj","140","00","ACSSF","0002294",,,,,"34","017",,,,"007800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017007800",,,"561162","0",210,108,102,51.43,48.57
"34017010100","Census Tract 101","Census Tract 101, Hudson County, New Jersey","nj","140","00","ACSSF","0002295",,,,,"34","017",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010100",,,"1062391","1067204",2052,317,1735,15.45,84.55
"34017010200","Census Tract 102","Census Tract 102, Hudson County, New Jersey","nj","140","00","ACSSF","0002296",,,,,"34","017",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010200",,,"298774","0",465,86,379,18.49,81.51
"34017010300","Census Tract 103","Census Tract 103, Hudson County, New Jersey","nj","140","00","ACSSF","0002297",,,,,"34","017",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010300",,,"969841","800711",859,315,544,36.67,63.33
"34017010400","Census Tract 104","Census Tract 104, Hudson County, New Jersey","nj","140","00","ACSSF","0002298",,,,,"34","017",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010400",,,"2235178","1545562",908,128,780,14.1,85.9
"34017010500","Census Tract 105","Census Tract 105, Hudson County, New Jersey","nj","140","00","ACSSF","0002299",,,,,"34","017",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010500",,,"981966","1371912",937,201,736,21.45,78.55
"34017010600","Census Tract 106","Census Tract 106, Hudson County, New Jersey","nj","140","00","ACSSF","0002300",,,,,"34","017",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010600",,,"678813","1081723",1921,544,1377,28.32,71.68
"34017010700","Census Tract 107","Census Tract 107, Hudson County, New Jersey","nj","140","00","ACSSF","0002301",,,,,"34","017",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010700",,,"384168","0",982,202,780,20.57,79.43
"34017010800","Census Tract 108","Census Tract 108, Hudson County, New Jersey","nj","140","00","ACSSF","0002302",,,,,"34","017",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010800",,,"4525306","3940491",751,94,657,12.52,87.48
"34017010900","Census Tract 109","Census Tract 109, Hudson County, New Jersey","nj","140","00","ACSSF","0002303",,,,,"34","017",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017010900",,,"284012","0",402,112,290,27.86,72.14
"34017011000","Census Tract 110","Census Tract 110, Hudson County, New Jersey","nj","140","00","ACSSF","0002304",,,,,"34","017",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017011000",,,"202587","0",430,114,316,26.51,73.49
"34017011100","Census Tract 111","Census Tract 111, Hudson County, New Jersey","nj","140","00","ACSSF","0002305",,,,,"34","017",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017011100",,,"287713","313189",1200,352,848,29.33,70.67
"34017011200","Census Tract 112","Census Tract 112, Hudson County, New Jersey","nj","140","00","ACSSF","0002306",,,,,"34","017",,,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017011200",,,"839427","1758891",1557,148,1409,9.51,90.49
"34017011300","Census Tract 113","Census Tract 113, Hudson County, New Jersey","nj","140","00","ACSSF","0002307",,,,,"34","017",,,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017011300",,,"285817","0",569,144,425,25.31,74.69
"34017011400","Census Tract 114","Census Tract 114, Hudson County, New Jersey","nj","140","00","ACSSF","0002308",,,,,"34","017",,,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017011400",,,"611110","41351",823,32,791,3.89,96.11
"34017011500","Census Tract 115","Census Tract 115, Hudson County, New Jersey","nj","140","00","ACSSF","0002309",,,,,"34","017",,,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017011500",,,"967729","1500574",592,136,456,22.97,77.03
"34017011600","Census Tract 116","Census Tract 116, Hudson County, New Jersey","nj","140","00","ACSSF","0002310",,,,,"34","017",,,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017011600",,,"462748","222963",850,212,638,24.94,75.06
"34017012300","Census Tract 123","Census Tract 123, Hudson County, New Jersey","nj","140","00","ACSSF","0002311",,,,,"34","017",,,,"012300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017012300",,,"243496","0",485,77,408,15.88,84.12
"34017012400","Census Tract 124","Census Tract 124, Hudson County, New Jersey","nj","140","00","ACSSF","0002312",,,,,"34","017",,,,"012400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017012400",,,"736543","41892",499,0,499,0,100
"34017012500","Census Tract 125","Census Tract 125, Hudson County, New Jersey","nj","140","00","ACSSF","0002313",,,,,"34","017",,,,"012500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017012500",,,"879969","115096",740,90,650,12.16,87.84
"34017012600","Census Tract 126","Census Tract 126, Hudson County, New Jersey","nj","140","00","ACSSF","0002314",,,,,"34","017",,,,"012600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017012600",,,"446913","0",793,143,650,18.03,81.97
"34017012700","Census Tract 127","Census Tract 127, Hudson County, New Jersey","nj","140","00","ACSSF","0002315",,,,,"34","017",,,,"012700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017012700",,,"17406755","3435636",995,173,822,17.39,82.61
"34017012800","Census Tract 128","Census Tract 128, Hudson County, New Jersey","nj","140","00","ACSSF","0002316",,,,,"34","017",,,,"012800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017012800",,,"1303715","4266",1129,147,982,13.02,86.98
"34017012900","Census Tract 129","Census Tract 129, Hudson County, New Jersey","nj","140","00","ACSSF","0002317",,,,,"34","017",,,,"012900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017012900",,,"342422","0",1027,296,731,28.82,71.18
"34017013000","Census Tract 130","Census Tract 130, Hudson County, New Jersey","nj","140","00","ACSSF","0002318",,,,,"34","017",,,,"013000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013000",,,"284803","0",1055,85,970,8.06,91.94
"34017013100","Census Tract 131","Census Tract 131, Hudson County, New Jersey","nj","140","00","ACSSF","0002319",,,,,"34","017",,,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013100",,,"231153","20889",658,16,642,2.43,97.57
"34017013200","Census Tract 132","Census Tract 132, Hudson County, New Jersey","nj","140","00","ACSSF","0002320",,,,,"34","017",,,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013200",,,"298461","0",924,216,708,23.38,76.62
"34017013300","Census Tract 133","Census Tract 133, Hudson County, New Jersey","nj","140","00","ACSSF","0002321",,,,,"34","017",,,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013300",,,"732574","83240",468,136,332,29.06,70.94
"34017013400","Census Tract 134","Census Tract 134, Hudson County, New Jersey","nj","140","00","ACSSF","0002322",,,,,"34","017",,,,"013400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013400",,,"265535","56602",602,194,408,32.23,67.77
"34017013500","Census Tract 135","Census Tract 135, Hudson County, New Jersey","nj","140","00","ACSSF","0002323",,,,,"34","017",,,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013500",,,"546653","9247",1250,348,902,27.84,72.16
"34017013600","Census Tract 136","Census Tract 136, Hudson County, New Jersey","nj","140","00","ACSSF","0002324",,,,,"34","017",,,,"013600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013600",,,"130750","0",573,158,415,27.57,72.43
"34017013700","Census Tract 137","Census Tract 137, Hudson County, New Jersey","nj","140","00","ACSSF","0002325",,,,,"34","017",,,,"013700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013700",,,"202694","16289",513,78,435,15.2,84.8
"34017013800","Census Tract 138","Census Tract 138, Hudson County, New Jersey","nj","140","00","ACSSF","0002326",,,,,"34","017",,,,"013800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013800",,,"760251","128822",494,56,438,11.34,88.66
"34017013900","Census Tract 139","Census Tract 139, Hudson County, New Jersey","nj","140","00","ACSSF","0002327",,,,,"34","017",,,,"013900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017013900",,,"1496541","147046",644,122,522,18.94,81.06
"34017014000","Census Tract 140","Census Tract 140, Hudson County, New Jersey","nj","140","00","ACSSF","0002328",,,,,"34","017",,,,"014000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014000",,,"361813","0",1124,404,720,35.94,64.06
"34017014101","Census Tract 141.01","Census Tract 141.01, Hudson County, New Jersey","nj","140","00","ACSSF","0002329",,,,,"34","017",,,,"014101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014101",,,"531594","717870",416,48,368,11.54,88.46
"34017014102","Census Tract 141.02","Census Tract 141.02, Hudson County, New Jersey","nj","140","00","ACSSF","0002330",,,,,"34","017",,,,"014102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014102",,,"931439","65555",715,0,715,0,100
"34017014200","Census Tract 142","Census Tract 142, Hudson County, New Jersey","nj","140","00","ACSSF","0002331",,,,,"34","017",,,,"014200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014200",,,"329769","0",1357,486,871,35.81,64.19
"34017014300","Census Tract 143","Census Tract 143, Hudson County, New Jersey","nj","140","00","ACSSF","0002332",,,,,"34","017",,,,"014300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014300",,,"410783","0",976,43,933,4.41,95.59
"34017014400","Census Tract 144","Census Tract 144, Hudson County, New Jersey","nj","140","00","ACSSF","0002333",,,,,"34","017",,,,"014400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014400",,,"766062","0",1706,211,1495,12.37,87.63
"34017014501","Census Tract 145.01","Census Tract 145.01, Hudson County, New Jersey","nj","140","00","ACSSF","0002334",,,,,"34","017",,,,"014501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014501",,,"462258","0",1786,840,946,47.03,52.97
"34017014502","Census Tract 145.02","Census Tract 145.02, Hudson County, New Jersey","nj","140","00","ACSSF","0002335",,,,,"34","017",,,,"014502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014502",,,"319879","0",575,147,428,25.57,74.43
"34017014600","Census Tract 146","Census Tract 146, Hudson County, New Jersey","nj","140","00","ACSSF","0002336",,,,,"34","017",,,,"014600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014600",,,"5210180","338848",776,171,605,22.04,77.96
"34017014700","Census Tract 147","Census Tract 147, Hudson County, New Jersey","nj","140","00","ACSSF","0002337",,,,,"34","017",,,,"014700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014700",,,"598416","0",1578,437,1141,27.69,72.31
"34017014800","Census Tract 148","Census Tract 148, Hudson County, New Jersey","nj","140","00","ACSSF","0002338",,,,,"34","017",,,,"014800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014800",,,"3176107","5972",1280,208,1072,16.25,83.75
"34017014900","Census Tract 149","Census Tract 149, Hudson County, New Jersey","nj","140","00","ACSSF","0002339",,,,,"34","017",,,,"014900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017014900",,,"203394","0",724,196,528,27.07,72.93
"34017015001","Census Tract 150.01","Census Tract 150.01, Hudson County, New Jersey","nj","140","00","ACSSF","0002340",,,,,"34","017",,,,"015001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015001",,,"65847","124588",221,0,221,0,100
"34017015002","Census Tract 150.02","Census Tract 150.02, Hudson County, New Jersey","nj","140","00","ACSSF","0002341",,,,,"34","017",,,,"015002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015002",,,"264660","0",1230,499,731,40.57,59.43
"34017015100","Census Tract 151","Census Tract 151, Hudson County, New Jersey","nj","140","00","ACSSF","0002342",,,,,"34","017",,,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015100",,,"169399","0",605,248,357,40.99,59.01
"34017015201","Census Tract 152.01","Census Tract 152.01, Hudson County, New Jersey","nj","140","00","ACSSF","0002343",,,,,"34","017",,,,"015201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015201",,,"281655","402486",291,0,291,0,100
"34017015202","Census Tract 152.02","Census Tract 152.02, Hudson County, New Jersey","nj","140","00","ACSSF","0002344",,,,,"34","017",,,,"015202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015202",,,"256724","0",1151,301,850,26.15,73.85
"34017015300","Census Tract 153","Census Tract 153, Hudson County, New Jersey","nj","140","00","ACSSF","0002345",,,,,"34","017",,,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015300",,,"148313","0",981,592,389,60.35,39.65
"34017015500","Census Tract 155","Census Tract 155, Hudson County, New Jersey","nj","140","00","ACSSF","0002346",,,,,"34","017",,,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015500",,,"302309","0",1220,343,877,28.11,71.89
"34017015600","Census Tract 156","Census Tract 156, Hudson County, New Jersey","nj","140","00","ACSSF","0002347",,,,,"34","017",,,,"015600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015600",,,"128020","0",1047,401,646,38.3,61.7
"34017015700","Census Tract 157","Census Tract 157, Hudson County, New Jersey","nj","140","00","ACSSF","0002348",,,,,"34","017",,,,"015700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015700",,,"161711","0",865,203,662,23.47,76.53
"34017015801","Census Tract 158.01","Census Tract 158.01, Hudson County, New Jersey","nj","140","00","ACSSF","0002349",,,,,"34","017",,,,"015801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015801",,,"300208","461917",459,45,414,9.8,90.2
"34017015802","Census Tract 158.02","Census Tract 158.02, Hudson County, New Jersey","nj","140","00","ACSSF","0002350",,,,,"34","017",,,,"015802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015802",,,"237656","0",1077,258,819,23.96,76.04
"34017015900","Census Tract 159","Census Tract 159, Hudson County, New Jersey","nj","140","00","ACSSF","0002351",,,,,"34","017",,,,"015900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017015900",,,"197552","0",1548,575,973,37.14,62.86
"34017016000","Census Tract 160","Census Tract 160, Hudson County, New Jersey","nj","140","00","ACSSF","0002352",,,,,"34","017",,,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016000",,,"221854","0",676,326,350,48.22,51.78
"34017016100","Census Tract 161","Census Tract 161, Hudson County, New Jersey","nj","140","00","ACSSF","0002353",,,,,"34","017",,,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016100",,,"122140","0",885,288,597,32.54,67.46
"34017016200","Census Tract 162","Census Tract 162, Hudson County, New Jersey","nj","140","00","ACSSF","0002354",,,,,"34","017",,,,"016200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016200",,,"228422","0",960,474,486,49.38,50.62
"34017016300","Census Tract 163","Census Tract 163, Hudson County, New Jersey","nj","140","00","ACSSF","0002355",,,,,"34","017",,,,"016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016300",,,"166185","0",1020,395,625,38.73,61.27
"34017016400","Census Tract 164","Census Tract 164, Hudson County, New Jersey","nj","140","00","ACSSF","0002356",,,,,"34","017",,,,"016400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016400",,,"195361","0",654,191,463,29.2,70.8
"34017016500","Census Tract 165","Census Tract 165, Hudson County, New Jersey","nj","140","00","ACSSF","0002357",,,,,"34","017",,,,"016500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016500",,,"204736","0",931,156,775,16.76,83.24
"34017016600","Census Tract 166","Census Tract 166, Hudson County, New Jersey","nj","140","00","ACSSF","0002358",,,,,"34","017",,,,"016600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016600",,,"228071","0",871,322,549,36.97,63.03
"34017016700","Census Tract 167","Census Tract 167, Hudson County, New Jersey","nj","140","00","ACSSF","0002359",,,,,"34","017",,,,"016700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016700",,,"145111","0",340,126,214,37.06,62.94
"34017016800","Census Tract 168","Census Tract 168, Hudson County, New Jersey","nj","140","00","ACSSF","0002360",,,,,"34","017",,,,"016800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016800",,,"164709","0",816,263,553,32.23,67.77
"34017016900","Census Tract 169","Census Tract 169, Hudson County, New Jersey","nj","140","00","ACSSF","0002361",,,,,"34","017",,,,"016900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017016900",,,"144606","0",707,252,455,35.64,64.36
"34017017000","Census Tract 170","Census Tract 170, Hudson County, New Jersey","nj","140","00","ACSSF","0002362",,,,,"34","017",,,,"017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017000",,,"205798","0",1266,448,818,35.39,64.61
"34017017100","Census Tract 171","Census Tract 171, Hudson County, New Jersey","nj","140","00","ACSSF","0002363",,,,,"34","017",,,,"017100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017100",,,"339707","0",1074,352,722,32.77,67.23
"34017017200","Census Tract 172","Census Tract 172, Hudson County, New Jersey","nj","140","00","ACSSF","0002364",,,,,"34","017",,,,"017200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017200",,,"125563","0",652,263,389,40.34,59.66
"34017017300","Census Tract 173","Census Tract 173, Hudson County, New Jersey","nj","140","00","ACSSF","0002365",,,,,"34","017",,,,"017300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017300",,,"147811","0",527,172,355,32.64,67.36
"34017017400","Census Tract 174","Census Tract 174, Hudson County, New Jersey","nj","140","00","ACSSF","0002366",,,,,"34","017",,,,"017400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017400",,,"115742","0",763,184,579,24.12,75.88
"34017017500","Census Tract 175","Census Tract 175, Hudson County, New Jersey","nj","140","00","ACSSF","0002367",,,,,"34","017",,,,"017500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017500",,,"117987","0",1241,359,882,28.93,71.07
"34017017600","Census Tract 176","Census Tract 176, Hudson County, New Jersey","nj","140","00","ACSSF","0002368",,,,,"34","017",,,,"017600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017600",,,"130226","0",834,193,641,23.14,76.86
"34017017700","Census Tract 177","Census Tract 177, Hudson County, New Jersey","nj","140","00","ACSSF","0002369",,,,,"34","017",,,,"017700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017700",,,"131328","0",321,26,295,8.1,91.9
"34017017800","Census Tract 178","Census Tract 178, Hudson County, New Jersey","nj","140","00","ACSSF","0002370",,,,,"34","017",,,,"017800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017800",,,"419837","0",1499,319,1180,21.28,78.72
"34017017900","Census Tract 179","Census Tract 179, Hudson County, New Jersey","nj","140","00","ACSSF","0002371",,,,,"34","017",,,,"017900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017017900",,,"1102846","1742136",556,12,544,2.16,97.84
"34017018000","Census Tract 180","Census Tract 180, Hudson County, New Jersey","nj","140","00","ACSSF","0002372",,,,,"34","017",,,,"018000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018000",,,"218045","0",600,149,451,24.83,75.17
"34017018100","Census Tract 181","Census Tract 181, Hudson County, New Jersey","nj","140","00","ACSSF","0002373",,,,,"34","017",,,,"018100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018100",,,"269433","8671",552,0,552,0,100
"34017018200","Census Tract 182","Census Tract 182, Hudson County, New Jersey","nj","140","00","ACSSF","0002374",,,,,"34","017",,,,"018200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018200",,,"430953","46534",667,143,524,21.44,78.56
"34017018301","Census Tract 183.01","Census Tract 183.01, Hudson County, New Jersey","nj","140","00","ACSSF","0002375",,,,,"34","017",,,,"018301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US34017018301",,,"315004","1289753",585,13,572,2.22,97.78
