FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Total_Pop,Perc_Pov
09190050600,10144081,2592137,9,"Census Tract 506, Western Connecticut Planning Region, Connecticut",3217,2.24
09190055100,34628962,2216980,9,"Census Tract 551, Western Connecticut Planning Region, Connecticut",5861,1.21
09190055200,16574870,124329,9,"Census Tract 552, Western Connecticut Planning Region, Connecticut",4474,0.44
09190200100,5056815,0,9,"Census Tract 2001, Western Connecticut Planning Region, Connecticut",4058,2.25
09190200200,5619062,0,9,"Census Tract 2002, Western Connecticut Planning Region, Connecticut",5800,3.62
09190200301,9898015,0,9,"Census Tract 2003.01, Western Connecticut Planning Region, Connecticut",5251,0.44
09190200302,23344298,156161,9,"Census Tract 2003.02, Western Connecticut Planning Region, Connecticut",5389,0.94
09190205100,9556780,518305,9,"Census Tract 2051, Western Connecticut Planning Region, Connecticut",4547,7.8
09190205200,24935139,1023319,9,"Census Tract 2052, Western Connecticut Planning Region, Connecticut",6913,2.03
09190205300,16623797,0,9,"Census Tract 2053, Western Connecticut Planning Region, Connecticut",6030,6.05
09190210101,695595,0,9,"Census Tract 2101.01, Western Connecticut Planning Region, Connecticut",2658,24.46
09190210102,612603,0,9,"Census Tract 2101.02, Western Connecticut Planning Region, Connecticut",3432,34.42
09190210201,1188242,0,9,"Census Tract 2102.01, Western Connecticut Planning Region, Connecticut",3248,7.29
09190210202,1191359,0,9,"Census Tract 2102.02, Western Connecticut Planning Region, Connecticut",3637,16.06
09190210300,2665744,0,9,"Census Tract 2103, Western Connecticut Planning Region, Connecticut",5477,9.93
09190210401,1886188,0,9,"Census Tract 2104.01, Western Connecticut Planning Region, Connecticut",4685,13.84
09190210402,5611963,0,9,"Census Tract 2104.02, Western Connecticut Planning Region, Connecticut",4087,4.16
09190210501,18673408,457312,9,"Census Tract 2105.01, Western Connecticut Planning Region, Connecticut",2982,0
09190210502,14728981,229663,9,"Census Tract 2105.02, Western Connecticut Planning Region, Connecticut",6618,1.78
09190210600,2634253,0,9,"Census Tract 2106, Western Connecticut Planning Region, Connecticut",7105,10.04
09190210701,1247002,0,9,"Census Tract 2107.01, Western Connecticut Planning Region, Connecticut",6293,21.78
09190210702,1307752,0,9,"Census Tract 2107.02, Western Connecticut Planning Region, Connecticut",4487,4.97
09190210800,16290361,1183857,9,"Census Tract 2108, Western Connecticut Planning Region, Connecticut",5985,2.97
09190210900,12781488,185296,9,"Census Tract 2109, Western Connecticut Planning Region, Connecticut",5519,2.94
09190211000,7080028,787556,9,"Census Tract 2110, Western Connecticut Planning Region, Connecticut",4227,3.32
09190211100,1544744,0,9,"Census Tract 2111, Western Connecticut Planning Region, Connecticut",979,0
09190211201,2279434,76368,9,"Census Tract 2112.01, Western Connecticut Planning Region, Connecticut",3202,11.73
09190211202,4285574,2066051,9,"Census Tract 2112.02, Western Connecticut Planning Region, Connecticut",2723,9.69
09190211300,4889025,472691,9,"Census Tract 2113, Western Connecticut Planning Region, Connecticut",3739,1.69
09190211400,7261551,348325,9,"Census Tract 2114, Western Connecticut Planning Region, Connecticut",5003,10.45
09190220100,10988038,339111,9,"Census Tract 2201, Western Connecticut Planning Region, Connecticut",5140,4.1
09190220200,30724448,506361,9,"Census Tract 2202, Western Connecticut Planning Region, Connecticut",4759,0.25
09190220300,11177481,11303892,9,"Census Tract 2203, Western Connecticut Planning Region, Connecticut",3659,2.25
09190230100,40190697,1650366,9,"Census Tract 2301, Western Connecticut Planning Region, Connecticut",7009,0
09190230200,5967206,0,9,"Census Tract 2302, Western Connecticut Planning Region, Connecticut",1968,0.72
09190230300,20675071,527819,9,"Census Tract 2303, Western Connecticut Planning Region, Connecticut",3240,3.42
09190230400,35422556,58143,9,"Census Tract 2304, Western Connecticut Planning Region, Connecticut",6107,1.69
09190230501,20289755,1287504,9,"Census Tract 2305.01, Western Connecticut Planning Region, Connecticut",4134,7.34
09190230502,26450969,129899,9,"Census Tract 2305.02, Western Connecticut Planning Region, Connecticut",4926,4.35
09190240100,34396263,224740,9,"Census Tract 2401, Western Connecticut Planning Region, Connecticut",4501,3.37
09190240200,47130890,1181866,9,"Census Tract 2402, Western Connecticut Planning Region, Connecticut",4255,3.41
09190245100,10354901,171931,9,"Census Tract 2451, Western Connecticut Planning Region, Connecticut",3078,0.97
09190245200,18979941,455830,9,"Census Tract 2452, Western Connecticut Planning Region, Connecticut",4343,3.08
09190245300,13656451,81428,9,"Census Tract 2453, Western Connecticut Planning Region, Connecticut",5516,1.13
09190245400,12763582,25832,9,"Census Tract 2454, Western Connecticut Planning Region, Connecticut",3449,1.01
09190245500,7574107,0,9,"Census Tract 2455, Western Connecticut Planning Region, Connecticut",2674,0
09190245600,26026379,554077,9,"Census Tract 2456, Western Connecticut Planning Region, Connecticut",5932,2.99
09190250100,42478578,2360514,9,"Census Tract 2501, Western Connecticut Planning Region, Connecticut",1670,1.54
09190253100,5075728,0,9,"Census Tract 2531, Western Connecticut Planning Region, Connecticut",3469,12.56
09190253200,30930437,293150,9,"Census Tract 2532, Western Connecticut Planning Region, Connecticut",7170,1.53
09190253400,37277698,4122562,9,"Census Tract 2534, Western Connecticut Planning Region, Connecticut",6309,0.31
09190253500,68802186,529044,9,"Census Tract 2535, Western Connecticut Planning Region, Connecticut",5956,14.47
09190257100,56757602,3967080,9,"Census Tract 2571, Western Connecticut Planning Region, Connecticut",3508,1.72
09190425700,17360267,672562,9,"Census Tract 4257, Western Connecticut Planning Region, Connecticut",5257,4.32
09190990000,0,194005248,9,"Census Tract 9900, Western Connecticut Planning Region, Connecticut",0,
