Always equal to ACS Summary File identification,State Postal Abbreviation,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),ZIP Code Tabulation Area (3-digit),Qualified Area Name,Total_Pop,Percent_Pov
ACSSF,NJ,1400000US34021004000,"Census Tract 40, Mercer County, New Jersey",,,34021004000,1747469,0,34,,"Census Tract 40, Mercer County, New Jersey",5804,1.41
ACSSF,NJ,1400000US34021004203,"Census Tract 42.03, Mercer County, New Jersey",,,34021004203,16376187,158276,34,,"Census Tract 42.03, Mercer County, New Jersey",3366,4.87
ACSSF,NJ,1400000US34021004204,"Census Tract 42.04, Mercer County, New Jersey",,,34021004204,14441099,1025688,34,,"Census Tract 42.04, Mercer County, New Jersey",5851,9.21
ACSSF,NJ,1400000US34021004205,"Census Tract 42.05, Mercer County, New Jersey",,,34021004205,9475763,21317,34,,"Census Tract 42.05, Mercer County, New Jersey",5180,0.83
ACSSF,NJ,1400000US34021004206,"Census Tract 42.06, Mercer County, New Jersey",,,34021004206,1500407,0,34,,"Census Tract 42.06, Mercer County, New Jersey",2228,2.22
ACSSF,NJ,1400000US34021004306,"Census Tract 43.06, Mercer County, New Jersey",,,34021004306,18348919,1264881,34,,"Census Tract 43.06, Mercer County, New Jersey",4961,0
ACSSF,NJ,1400000US34021004307,"Census Tract 43.07, Mercer County, New Jersey",,,34021004307,8429594,32132,34,,"Census Tract 43.07, Mercer County, New Jersey",6546,0
ACSSF,NJ,1400000US34021004309,"Census Tract 43.09, Mercer County, New Jersey",,,34021004309,34637514,243456,34,,"Census Tract 43.09, Mercer County, New Jersey",4845,0.87
ACSSF,NJ,1400000US34021004311,"Census Tract 43.11, Mercer County, New Jersey",,,34021004311,4444644,86319,34,,"Census Tract 43.11, Mercer County, New Jersey",7518,5.74
ACSSF,NJ,1400000US34021004312,"Census Tract 43.12, Mercer County, New Jersey",,,34021004312,13859469,32019,34,,"Census Tract 43.12, Mercer County, New Jersey",3069,0
ACSSF,NJ,1400000US34021004313,"Census Tract 43.13, Mercer County, New Jersey",,,34021004313,2381007,2296,34,,"Census Tract 43.13, Mercer County, New Jersey",5027,46.46
ACSSF,NJ,1400000US34021004314,"Census Tract 43.14, Mercer County, New Jersey",,,34021004314,15702645,310559,34,,"Census Tract 43.14, Mercer County, New Jersey",5700,0
ACSSF,NJ,1400000US34021004315,"Census Tract 43.15, Mercer County, New Jersey",,,34021004315,7315343,180812,34,,"Census Tract 43.15, Mercer County, New Jersey",3082,0
ACSSF,NJ,1400000US34021004316,"Census Tract 43.16, Mercer County, New Jersey",,,34021004316,13994240,35121,34,,"Census Tract 43.16, Mercer County, New Jersey",4475,0
ACSSF,NJ,1400000US34021004403,"Census Tract 44.03, Mercer County, New Jersey",,,34021004403,3194246,85685,34,,"Census Tract 44.03, Mercer County, New Jersey",5869,0
ACSSF,NJ,1400000US34021004404,"Census Tract 44.04, Mercer County, New Jersey",,,34021004404,3270296,102184,34,,"Census Tract 44.04, Mercer County, New Jersey",8315,3.12
ACSSF,NJ,1400000US34021004406,"Census Tract 44.06, Mercer County, New Jersey",,,34021004406,7961027,18249,34,,"Census Tract 44.06, Mercer County, New Jersey",5104,27.01
ACSSF,NJ,1400000US34021004407,"Census Tract 44.07, Mercer County, New Jersey",,,34021004407,5095429,5387,34,,"Census Tract 44.07, Mercer County, New Jersey",7298,0.79
ACSSF,NJ,1400000US34021004408,"Census Tract 44.08, Mercer County, New Jersey",,,34021004408,8193897,31173,34,,"Census Tract 44.08, Mercer County, New Jersey",5303,22.05
ACSSF,NJ,1400000US34021004409,"Census Tract 44.09, Mercer County, New Jersey",,,34021004409,15798661,73668,34,,"Census Tract 44.09, Mercer County, New Jersey",3817,18.27
ACSSF,NJ,1400000US34021004501,"Census Tract 45.01, Mercer County, New Jersey",,,34021004501,1579672,381,34,,"Census Tract 45.01, Mercer County, New Jersey",6972,0
ACSSF,NJ,1400000US34021004502,"Census Tract 45.02, Mercer County, New Jersey",,,34021004502,1358792,0,34,,"Census Tract 45.02, Mercer County, New Jersey",1050,0
ACSSF,NJ,1400000US34021980000,"Census Tract 9800, Mercer County, New Jersey",,,34021980000,65523,0,34,,"Census Tract 9800, Mercer County, New Jersey",1041,
ACSSF,NJ,1400000US34023000101,"Census Tract 1.01, Middlesex County, New Jersey",,,34023000101,1783946,0,34,,"Census Tract 1.01, Middlesex County, New Jersey",3601,0
ACSSF,NJ,1400000US34023000102,"Census Tract 1.02, Middlesex County, New Jersey",,,34023000102,2939816,46647,34,,"Census Tract 1.02, Middlesex County, New Jersey",4359,10.81
ACSSF,NJ,1400000US34023000200,"Census Tract 2, Middlesex County, New Jersey",,,34023000200,4310874,9308,34,,"Census Tract 2, Middlesex County, New Jersey",6558,6.46
ACSSF,NJ,1400000US34023000300,"Census Tract 3, Middlesex County, New Jersey",,,34023000300,2751130,0,34,,"Census Tract 3, Middlesex County, New Jersey",7711,30.88
ACSSF,NJ,1400000US34023000401,"Census Tract 4.01, Middlesex County, New Jersey",,,34023000401,2232068,4973,34,,"Census Tract 4.01, Middlesex County, New Jersey",3424,1.22
ACSSF,NJ,1400000US34023000403,"Census Tract 4.03, Middlesex County, New Jersey",,,34023000403,2232121,7523,34,,"Census Tract 4.03, Middlesex County, New Jersey",6101,0
ACSSF,NJ,1400000US34023000404,"Census Tract 4.04, Middlesex County, New Jersey",,,34023000404,2430196,29771,34,,"Census Tract 4.04, Middlesex County, New Jersey",6026,20.64
ACSSF,NJ,1400000US34023000501,"Census Tract 5.01, Middlesex County, New Jersey",,,34023000501,2499641,0,34,,"Census Tract 5.01, Middlesex County, New Jersey",5021,19.41
ACSSF,NJ,1400000US34023000503,"Census Tract 5.03, Middlesex County, New Jersey",,,34023000503,1478476,42498,34,,"Census Tract 5.03, Middlesex County, New Jersey",2943,4.67
ACSSF,NJ,1400000US34023000504,"Census Tract 5.04, Middlesex County, New Jersey",,,34023000504,871977,0,34,,"Census Tract 5.04, Middlesex County, New Jersey",4763,1.41
ACSSF,NJ,1400000US34023000603,"Census Tract 6.03, Middlesex County, New Jersey",,,34023000603,10652202,43267,34,,"Census Tract 6.03, Middlesex County, New Jersey",2367,1.28
ACSSF,NJ,1400000US34023000608,"Census Tract 6.08, Middlesex County, New Jersey",,,34023000608,716364,0,34,,"Census Tract 6.08, Middlesex County, New Jersey",1733,0
ACSSF,NJ,1400000US34023000609,"Census Tract 6.09, Middlesex County, New Jersey",,,34023000609,2370278,393,34,,"Census Tract 6.09, Middlesex County, New Jersey",2732,0
ACSSF,NJ,1400000US34023000610,"Census Tract 6.10, Middlesex County, New Jersey",,,34023000610,2704355,427,34,,"Census Tract 6.10, Middlesex County, New Jersey",5765,0
ACSSF,NJ,1400000US34023000701,"Census Tract 7.01, Middlesex County, New Jersey",,,34023000701,4303311,77372,34,,"Census Tract 7.01, Middlesex County, New Jersey",3234,2.2
ACSSF,NJ,1400000US34023000702,"Census Tract 7.02, Middlesex County, New Jersey",,,34023000702,7880888,89818,34,,"Census Tract 7.02, Middlesex County, New Jersey",5979,0
ACSSF,NJ,1400000US34023000801,"Census Tract 8.01, Middlesex County, New Jersey",,,34023000801,1842791,0,34,,"Census Tract 8.01, Middlesex County, New Jersey",3762,0
ACSSF,NJ,1400000US34023000802,"Census Tract 8.02, Middlesex County, New Jersey",,,34023000802,1674149,0,34,,"Census Tract 8.02, Middlesex County, New Jersey",2726,19.28
ACSSF,NJ,1400000US34023000901,"Census Tract 9.01, Middlesex County, New Jersey",,,34023000901,1397810,86747,34,,"Census Tract 9.01, Middlesex County, New Jersey",2468,3.99
ACSSF,NJ,1400000US34023000902,"Census Tract 9.02, Middlesex County, New Jersey",,,34023000902,2589349,1258,34,,"Census Tract 9.02, Middlesex County, New Jersey",4444,2.69
ACSSF,NJ,1400000US34023001001,"Census Tract 10.01, Middlesex County, New Jersey",,,34023001001,1887962,1490,34,,"Census Tract 10.01, Middlesex County, New Jersey",3258,0
ACSSF,NJ,1400000US34023001003,"Census Tract 10.03, Middlesex County, New Jersey",,,34023001003,8532326,935,34,,"Census Tract 10.03, Middlesex County, New Jersey",5358,1.36
ACSSF,NJ,1400000US34023001004,"Census Tract 10.04, Middlesex County, New Jersey",,,34023001004,3562518,0,34,,"Census Tract 10.04, Middlesex County, New Jersey",2215,0
ACSSF,NJ,1400000US34023001100,"Census Tract 11, Middlesex County, New Jersey",,,34023001100,2014472,14075,34,,"Census Tract 11, Middlesex County, New Jersey",5401,10.41
ACSSF,NJ,1400000US34023001200,"Census Tract 12, Middlesex County, New Jersey",,,34023001200,1296681,0,34,,"Census Tract 12, Middlesex County, New Jersey",5555,11.86
ACSSF,NJ,1400000US34023001300,"Census Tract 13, Middlesex County, New Jersey",,,34023001300,1405416,5418,34,,"Census Tract 13, Middlesex County, New Jersey",4025,0
ACSSF,NJ,1400000US34023001409,"Census Tract 14.09, Middlesex County, New Jersey",,,34023001409,2693909,378,34,,"Census Tract 14.09, Middlesex County, New Jersey",3562,0
ACSSF,NJ,1400000US34023001410,"Census Tract 14.10, Middlesex County, New Jersey",,,34023001410,1989399,0,34,,"Census Tract 14.10, Middlesex County, New Jersey",4134,0.97
ACSSF,NJ,1400000US34023001411,"Census Tract 14.11, Middlesex County, New Jersey",,,34023001411,2387775,0,34,,"Census Tract 14.11, Middlesex County, New Jersey",3559,0
ACSSF,NJ,1400000US34023001412,"Census Tract 14.12, Middlesex County, New Jersey",,,34023001412,4399190,7374,34,,"Census Tract 14.12, Middlesex County, New Jersey",3928,6.07
ACSSF,NJ,1400000US34023001413,"Census Tract 14.13, Middlesex County, New Jersey",,,34023001413,3392108,10258,34,,"Census Tract 14.13, Middlesex County, New Jersey",5836,4.79
ACSSF,NJ,1400000US34023001414,"Census Tract 14.14, Middlesex County, New Jersey",,,34023001414,3170899,0,34,,"Census Tract 14.14, Middlesex County, New Jersey",5777,0
ACSSF,NJ,1400000US34023001415,"Census Tract 14.15, Middlesex County, New Jersey",,,34023001415,5372214,2595,34,,"Census Tract 14.15, Middlesex County, New Jersey",5371,0
ACSSF,NJ,1400000US34023001417,"Census Tract 14.17, Middlesex County, New Jersey",,,34023001417,1670027,0,34,,"Census Tract 14.17, Middlesex County, New Jersey",2025,2.77
ACSSF,NJ,1400000US34023001418,"Census Tract 14.18, Middlesex County, New Jersey",,,34023001418,1755076,1336,34,,"Census Tract 14.18, Middlesex County, New Jersey",5184,10.22
ACSSF,NJ,1400000US34023001419,"Census Tract 14.19, Middlesex County, New Jersey",,,34023001419,820181,0,34,,"Census Tract 14.19, Middlesex County, New Jersey",3216,4.67
ACSSF,NJ,1400000US34023001502,"Census Tract 15.02, Middlesex County, New Jersey",,,34023001502,3665705,64495,34,,"Census Tract 15.02, Middlesex County, New Jersey",6499,2.44
ACSSF,NJ,1400000US34023001504,"Census Tract 15.04, Middlesex County, New Jersey",,,34023001504,3622804,0,34,,"Census Tract 15.04, Middlesex County, New Jersey",6732,5.78
ACSSF,NJ,1400000US34023001505,"Census Tract 15.05, Middlesex County, New Jersey",,,34023001505,1669664,7265,34,,"Census Tract 15.05, Middlesex County, New Jersey",2121,0
ACSSF,NJ,1400000US34023001506,"Census Tract 15.06, Middlesex County, New Jersey",,,34023001506,3596422,2331,34,,"Census Tract 15.06, Middlesex County, New Jersey",6931,17.82
ACSSF,NJ,1400000US34023001600,"Census Tract 16, Middlesex County, New Jersey",,,34023001600,1421655,0,34,,"Census Tract 16, Middlesex County, New Jersey",4833,15.71
ACSSF,NJ,1400000US34023001701,"Census Tract 17.01, Middlesex County, New Jersey",,,34023001701,3774789,0,34,,"Census Tract 17.01, Middlesex County, New Jersey",5666,2.7
ACSSF,NJ,1400000US34023001702,"Census Tract 17.02, Middlesex County, New Jersey",,,34023001702,1615242,0,34,,"Census Tract 17.02, Middlesex County, New Jersey",3406,0
ACSSF,NJ,1400000US34023001803,"Census Tract 18.03, Middlesex County, New Jersey",,,34023001803,2176244,19135,34,,"Census Tract 18.03, Middlesex County, New Jersey",3790,4.29
ACSSF,NJ,1400000US34023001804,"Census Tract 18.04, Middlesex County, New Jersey",,,34023001804,2097336,0,34,,"Census Tract 18.04, Middlesex County, New Jersey",3724,1.31
ACSSF,NJ,1400000US34023001805,"Census Tract 18.05, Middlesex County, New Jersey",,,34023001805,4086533,6158,34,,"Census Tract 18.05, Middlesex County, New Jersey",5604,0
ACSSF,NJ,1400000US34023001806,"Census Tract 18.06, Middlesex County, New Jersey",,,34023001806,17579182,1461475,34,,"Census Tract 18.06, Middlesex County, New Jersey",3777,11.82
ACSSF,NJ,1400000US34023001901,"Census Tract 19.01, Middlesex County, New Jersey",,,34023001901,2850476,35335,34,,"Census Tract 19.01, Middlesex County, New Jersey",5041,4.79
ACSSF,NJ,1400000US34023001902,"Census Tract 19.02, Middlesex County, New Jersey",,,34023001902,843766,0,34,,"Census Tract 19.02, Middlesex County, New Jersey",2233,6.1
ACSSF,NJ,1400000US34023001903,"Census Tract 19.03, Middlesex County, New Jersey",,,34023001903,1255412,0,34,,"Census Tract 19.03, Middlesex County, New Jersey",4078,0
ACSSF,NJ,1400000US34023002000,"Census Tract 20, Middlesex County, New Jersey",,,34023002000,2615366,5082,34,,"Census Tract 20, Middlesex County, New Jersey",4629,4.98
ACSSF,NJ,1400000US34023002101,"Census Tract 21.01, Middlesex County, New Jersey",,,34023002101,1241167,0,34,,"Census Tract 21.01, Middlesex County, New Jersey",2264,0
ACSSF,NJ,1400000US34023002102,"Census Tract 21.02, Middlesex County, New Jersey",,,34023002102,1849641,0,34,,"Census Tract 21.02, Middlesex County, New Jersey",4072,0
ACSSF,NJ,1400000US34023002200,"Census Tract 22, Middlesex County, New Jersey",,,34023002200,1642889,1241,34,,"Census Tract 22, Middlesex County, New Jersey",4017,1.54
ACSSF,NJ,1400000US34023002301,"Census Tract 23.01, Middlesex County, New Jersey",,,34023002301,1709051,0,34,,"Census Tract 23.01, Middlesex County, New Jersey",4044,7.15
ACSSF,NJ,1400000US34023002302,"Census Tract 23.02, Middlesex County, New Jersey",,,34023002302,1718210,0,34,,"Census Tract 23.02, Middlesex County, New Jersey",3971,0
ACSSF,NJ,1400000US34023002401,"Census Tract 24.01, Middlesex County, New Jersey",,,34023002401,2733247,647,34,,"Census Tract 24.01, Middlesex County, New Jersey",5789,18.41
ACSSF,NJ,1400000US34023002402,"Census Tract 24.02, Middlesex County, New Jersey",,,34023002402,2591873,8851,34,,"Census Tract 24.02, Middlesex County, New Jersey",1367,0
ACSSF,NJ,1400000US34023002500,"Census Tract 25, Middlesex County, New Jersey",,,34023002500,2430694,0,34,,"Census Tract 25, Middlesex County, New Jersey",7213,0
ACSSF,NJ,1400000US34023002603,"Census Tract 26.03, Middlesex County, New Jersey",,,34023002603,1900996,0,34,,"Census Tract 26.03, Middlesex County, New Jersey",4918,12.4
ACSSF,NJ,1400000US34023002604,"Census Tract 26.04, Middlesex County, New Jersey",,,34023002604,3171751,1380,34,,"Census Tract 26.04, Middlesex County, New Jersey",6382,17.18
ACSSF,NJ,1400000US34023002605,"Census Tract 26.05, Middlesex County, New Jersey",,,34023002605,1278628,0,34,,"Census Tract 26.05, Middlesex County, New Jersey",2661,4.37
ACSSF,NJ,1400000US34023002701,"Census Tract 27.01, Middlesex County, New Jersey",,,34023002701,2056772,0,34,,"Census Tract 27.01, Middlesex County, New Jersey",4696,3.72
ACSSF,NJ,1400000US34023002703,"Census Tract 27.03, Middlesex County, New Jersey",,,34023002703,2118399,0,34,,"Census Tract 27.03, Middlesex County, New Jersey",7117,18.9
ACSSF,NJ,1400000US34023002805,"Census Tract 28.05, Middlesex County, New Jersey",,,34023002805,1356258,0,34,,"Census Tract 28.05, Middlesex County, New Jersey",2632,7.5
ACSSF,NJ,1400000US34023002901,"Census Tract 29.01, Middlesex County, New Jersey",,,34023002901,2125046,20842,34,,"Census Tract 29.01, Middlesex County, New Jersey",3318,4.41
ACSSF,NJ,1400000US34023002902,"Census Tract 29.02, Middlesex County, New Jersey",,,34023002902,951053,0,34,,"Census Tract 29.02, Middlesex County, New Jersey",3224,7.39
ACSSF,NJ,1400000US34023003001,"Census Tract 30.01, Middlesex County, New Jersey",,,34023003001,1804444,5596,34,,"Census Tract 30.01, Middlesex County, New Jersey",4533,22.3
ACSSF,NJ,1400000US34023003002,"Census Tract 30.02, Middlesex County, New Jersey",,,34023003002,4044544,10275,34,,"Census Tract 30.02, Middlesex County, New Jersey",6162,1.3
ACSSF,NJ,1400000US34023003101,"Census Tract 31.01, Middlesex County, New Jersey",,,34023003101,1747357,1333,34,,"Census Tract 31.01, Middlesex County, New Jersey",2952,4.28
ACSSF,NJ,1400000US34023003102,"Census Tract 31.02, Middlesex County, New Jersey",,,34023003102,1529092,0,34,,"Census Tract 31.02, Middlesex County, New Jersey",4962,5.88
ACSSF,NJ,1400000US34023003201,"Census Tract 32.01, Middlesex County, New Jersey",,,34023003201,1293617,0,34,,"Census Tract 32.01, Middlesex County, New Jersey",3900,4.28
ACSSF,NJ,1400000US34023003203,"Census Tract 32.03, Middlesex County, New Jersey",,,34023003203,1691739,0,34,,"Census Tract 32.03, Middlesex County, New Jersey",4076,8.35
ACSSF,NJ,1400000US34023003300,"Census Tract 33, Middlesex County, New Jersey",,,34023003300,4085511,263211,34,,"Census Tract 33, Middlesex County, New Jersey",6409,17.29
ACSSF,NJ,1400000US34023003401,"Census Tract 34.01, Middlesex County, New Jersey",,,34023003401,5203498,1507518,34,,"Census Tract 34.01, Middlesex County, New Jersey",4113,3.45
ACSSF,NJ,1400000US34023003500,"Census Tract 35, Middlesex County, New Jersey",,,34023003500,2782504,78751,34,,"Census Tract 35, Middlesex County, New Jersey",3749,12.2
ACSSF,NJ,1400000US34023003601,"Census Tract 36.01, Middlesex County, New Jersey",,,34023003601,1313825,734,34,,"Census Tract 36.01, Middlesex County, New Jersey",7995,9.97
ACSSF,NJ,1400000US34023003700,"Census Tract 37, Middlesex County, New Jersey",,,34023003700,1226821,7162,34,,"Census Tract 37, Middlesex County, New Jersey",3632,0
ACSSF,NJ,1400000US34023003801,"Census Tract 38.01, Middlesex County, New Jersey",,,34023003801,1300710,0,34,,"Census Tract 38.01, Middlesex County, New Jersey",5712,0
ACSSF,NJ,1400000US34023003802,"Census Tract 38.02, Middlesex County, New Jersey",,,34023003802,412846,0,34,,"Census Tract 38.02, Middlesex County, New Jersey",4091,33.39
ACSSF,NJ,1400000US34023004000,"Census Tract 40, Middlesex County, New Jersey",,,34023004000,2084426,9996,34,,"Census Tract 40, Middlesex County, New Jersey",4956,26.88
ACSSF,NJ,1400000US34023004100,"Census Tract 41, Middlesex County, New Jersey",,,34023004100,544514,0,34,,"Census Tract 41, Middlesex County, New Jersey",3037,41.3
ACSSF,NJ,1400000US34023004200,"Census Tract 42, Middlesex County, New Jersey",,,34023004200,589567,0,34,,"Census Tract 42, Middlesex County, New Jersey",3349,28.89
ACSSF,NJ,1400000US34023004300,"Census Tract 43, Middlesex County, New Jersey",,,34023004300,639457,0,34,,"Census Tract 43, Middlesex County, New Jersey",3689,58.55
ACSSF,NJ,1400000US34023004400,"Census Tract 44, Middlesex County, New Jersey",,,34023004400,472411,0,34,,"Census Tract 44, Middlesex County, New Jersey",4915,26.57
ACSSF,NJ,1400000US34023004501,"Census Tract 45.01, Middlesex County, New Jersey",,,34023004501,502190,0,34,,"Census Tract 45.01, Middlesex County, New Jersey",3778,31.05
ACSSF,NJ,1400000US34023004502,"Census Tract 45.02, Middlesex County, New Jersey",,,34023004502,2849952,1200575,34,,"Census Tract 45.02, Middlesex County, New Jersey",3931,25.95
ACSSF,NJ,1400000US34023004600,"Census Tract 46, Middlesex County, New Jersey",,,34023004600,735802,266102,34,,"Census Tract 46, Middlesex County, New Jersey",6419,34.07
ACSSF,NJ,1400000US34023004700,"Census Tract 47, Middlesex County, New Jersey",,,34023004700,648594,0,34,,"Census Tract 47, Middlesex County, New Jersey",4146,22.64
ACSSF,NJ,1400000US34023004800,"Census Tract 48, Middlesex County, New Jersey",,,34023004800,1724461,694047,34,,"Census Tract 48, Middlesex County, New Jersey",6417,12.88
ACSSF,NJ,1400000US34023004900,"Census Tract 49, Middlesex County, New Jersey",,,34023004900,586203,182560,34,,"Census Tract 49, Middlesex County, New Jersey",5134,0
ACSSF,NJ,1400000US34023005000,"Census Tract 50, Middlesex County, New Jersey",,,34023005000,697209,1012019,34,,"Census Tract 50, Middlesex County, New Jersey",5507,25.99
ACSSF,NJ,1400000US34023005100,"Census Tract 51, Middlesex County, New Jersey",,,34023005100,1631211,389513,34,,"Census Tract 51, Middlesex County, New Jersey",6909,4.73
ACSSF,NJ,1400000US34023005200,"Census Tract 52, Middlesex County, New Jersey",,,34023005200,548120,0,34,,"Census Tract 52, Middlesex County, New Jersey",5726,56.8
ACSSF,NJ,1400000US34023005300,"Census Tract 53, Middlesex County, New Jersey",,,34023005300,423510,0,34,,"Census Tract 53, Middlesex County, New Jersey",3721,31.48
ACSSF,NJ,1400000US34023005500,"Census Tract 55, Middlesex County, New Jersey",,,34023005500,3062466,0,34,,"Census Tract 55, Middlesex County, New Jersey",3816,47.49
ACSSF,NJ,1400000US34023005601,"Census Tract 56.01, Middlesex County, New Jersey",,,34023005601,783607,0,34,,"Census Tract 56.01, Middlesex County, New Jersey",3264,4.2
ACSSF,NJ,1400000US34023005602,"Census Tract 56.02, Middlesex County, New Jersey",,,34023005602,693787,0,34,,"Census Tract 56.02, Middlesex County, New Jersey",7018,32.48
ACSSF,NJ,1400000US34023005700,"Census Tract 57, Middlesex County, New Jersey",,,34023005700,723125,0,34,,"Census Tract 57, Middlesex County, New Jersey",6086,41.53
ACSSF,NJ,1400000US34023005800,"Census Tract 58, Middlesex County, New Jersey",,,34023005800,519420,0,34,,"Census Tract 58, Middlesex County, New Jersey",5193,58.42
ACSSF,NJ,1400000US34023006001,"Census Tract 60.01, Middlesex County, New Jersey",,,34023006001,1932515,435483,34,,"Census Tract 60.01, Middlesex County, New Jersey",2336,9.49
ACSSF,NJ,1400000US34023006002,"Census Tract 60.02, Middlesex County, New Jersey",,,34023006002,2221844,275469,34,,"Census Tract 60.02, Middlesex County, New Jersey",5907,32.85
ACSSF,NJ,1400000US34023006101,"Census Tract 61.01, Middlesex County, New Jersey",,,34023006101,3298264,0,34,,"Census Tract 61.01, Middlesex County, New Jersey",5594,15.6
ACSSF,NJ,1400000US34023006103,"Census Tract 61.03, Middlesex County, New Jersey",,,34023006103,2845233,9920,34,,"Census Tract 61.03, Middlesex County, New Jersey",5618,10.69
ACSSF,NJ,1400000US34023006104,"Census Tract 61.04, Middlesex County, New Jersey",,,34023006104,3023283,0,34,,"Census Tract 61.04, Middlesex County, New Jersey",4184,0
ACSSF,NJ,1400000US34023006204,"Census Tract 62.04, Middlesex County, New Jersey",,,34023006204,1170009,0,34,,"Census Tract 62.04, Middlesex County, New Jersey",1582,7.55
ACSSF,NJ,1400000US34023006205,"Census Tract 62.05, Middlesex County, New Jersey",,,34023006205,3828907,34049,34,,"Census Tract 62.05, Middlesex County, New Jersey",6799,3.1
ACSSF,NJ,1400000US34023006206,"Census Tract 62.06, Middlesex County, New Jersey",,,34023006206,4154018,405821,34,,"Census Tract 62.06, Middlesex County, New Jersey",2260,5.49
ACSSF,NJ,1400000US34023006207,"Census Tract 62.07, Middlesex County, New Jersey",,,34023006207,4017445,12954,34,,"Census Tract 62.07, Middlesex County, New Jersey",7796,17.59
ACSSF,NJ,1400000US34023006208,"Census Tract 62.08, Middlesex County, New Jersey",,,34023006208,4880626,5320,34,,"Census Tract 62.08, Middlesex County, New Jersey",7566,7.74
ACSSF,NJ,1400000US34023006209,"Census Tract 62.09, Middlesex County, New Jersey",,,34023006209,3944719,246620,34,,"Census Tract 62.09, Middlesex County, New Jersey",2468,68.65
ACSSF,NJ,1400000US34023006300,"Census Tract 63, Middlesex County, New Jersey",,,34023006300,4023810,106413,34,,"Census Tract 63, Middlesex County, New Jersey",6994,0.89
ACSSF,NJ,1400000US34023006403,"Census Tract 64.03, Middlesex County, New Jersey",,,34023006403,6114286,646478,34,,"Census Tract 64.03, Middlesex County, New Jersey",2857,2.79
ACSSF,NJ,1400000US34023006500,"Census Tract 65, Middlesex County, New Jersey",,,34023006500,5178979,530,34,,"Census Tract 65, Middlesex County, New Jersey",6864,0.75
ACSSF,NJ,1400000US34023006601,"Census Tract 66.01, Middlesex County, New Jersey",,,34023006601,10989290,484871,34,,"Census Tract 66.01, Middlesex County, New Jersey",2233,0
ACSSF,NJ,1400000US34023006604,"Census Tract 66.04, Middlesex County, New Jersey",,,34023006604,8423890,372,34,,"Census Tract 66.04, Middlesex County, New Jersey",6797,5.67
ACSSF,NJ,1400000US34023006605,"Census Tract 66.05, Middlesex County, New Jersey",,,34023006605,4846389,79472,34,,"Census Tract 66.05, Middlesex County, New Jersey",4080,0
ACSSF,NJ,1400000US34023006606,"Census Tract 66.06, Middlesex County, New Jersey",,,34023006606,2886927,0,34,,"Census Tract 66.06, Middlesex County, New Jersey",2884,0
ACSSF,NJ,1400000US34023006607,"Census Tract 66.07, Middlesex County, New Jersey",,,34023006607,2631662,0,34,,"Census Tract 66.07, Middlesex County, New Jersey",2911,0
ACSSF,NJ,1400000US34023006608,"Census Tract 66.08, Middlesex County, New Jersey",,,34023006608,2355461,849,34,,"Census Tract 66.08, Middlesex County, New Jersey",4008,14.26
ACSSF,NJ,1400000US34023006701,"Census Tract 67.01, Middlesex County, New Jersey",,,34023006701,3461695,97412,34,,"Census Tract 67.01, Middlesex County, New Jersey",3882,0.62
ACSSF,NJ,1400000US34023006703,"Census Tract 67.03, Middlesex County, New Jersey",,,34023006703,3526322,109478,34,,"Census Tract 67.03, Middlesex County, New Jersey",6321,8.67
ACSSF,NJ,1400000US34023006800,"Census Tract 68, Middlesex County, New Jersey",,,34023006800,2502459,137913,34,,"Census Tract 68, Middlesex County, New Jersey",4463,12.94
ACSSF,NJ,1400000US34023006900,"Census Tract 69, Middlesex County, New Jersey",,,34023006900,963760,84820,34,,"Census Tract 69, Middlesex County, New Jersey",3853,19.5
ACSSF,NJ,1400000US34023007000,"Census Tract 70, Middlesex County, New Jersey",,,34023007000,3746778,178290,34,,"Census Tract 70, Middlesex County, New Jersey",7691,26.76
ACSSF,NJ,1400000US34023007101,"Census Tract 71.01, Middlesex County, New Jersey",,,34023007101,4268062,693468,34,,"Census Tract 71.01, Middlesex County, New Jersey",3597,0
ACSSF,NJ,1400000US34023007102,"Census Tract 71.02, Middlesex County, New Jersey",,,34023007102,2186493,125193,34,,"Census Tract 71.02, Middlesex County, New Jersey",4733,6.6
ACSSF,NJ,1400000US34023007103,"Census Tract 71.03, Middlesex County, New Jersey",,,34023007103,8916440,540352,34,,"Census Tract 71.03, Middlesex County, New Jersey",5742,11.67
ACSSF,NJ,1400000US34023007202,"Census Tract 72.02, Middlesex County, New Jersey",,,34023007202,2711365,6269,34,,"Census Tract 72.02, Middlesex County, New Jersey",4125,1.74
ACSSF,NJ,1400000US34023007203,"Census Tract 72.03, Middlesex County, New Jersey",,,34023007203,2161942,86270,34,,"Census Tract 72.03, Middlesex County, New Jersey",5000,15.27
ACSSF,NJ,1400000US34023007301,"Census Tract 73.01, Middlesex County, New Jersey",,,34023007301,3030414,3662,34,,"Census Tract 73.01, Middlesex County, New Jersey",3300,12.45
ACSSF,NJ,1400000US34023007303,"Census Tract 73.03, Middlesex County, New Jersey",,,34023007303,984478,0,34,,"Census Tract 73.03, Middlesex County, New Jersey",1976,2.15
ACSSF,NJ,1400000US34023007305,"Census Tract 73.05, Middlesex County, New Jersey",,,34023007305,1652402,0,34,,"Census Tract 73.05, Middlesex County, New Jersey",3585,21.49
