Census Tract,Geography,Geographic Area Name,Total,"Chinese, except Taiwanese",Hmong,Japanese,Korean,Mongolian,Okinawan,Taiwanese,Other East Asian,Burmese,Cambodian,Filipino,Indonesian,Laotian,Malaysian,Mien,Singaporean,Thai,Vietnamese,Other Southeast Asian,Asian Indian,Bangladeshi,Bhutanese,Nepalese,Pakistani,Sikh,Sri Lankan,Other South Asian,Kazakh,Uzbek,Other Central Asian,"Other Asian, specified","Other Asian, not specified",Two or more Asian,Estimate!!Total:,Percent Asian of Census Tract,GEOID
22806,1400000US13121011438,Census Tract 114.38; Fulton County; Georgia,150,31,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,37,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,5588,2.68432355,13121011438
22807,1400000US13121011439,Census Tract 114.39; Fulton County; Georgia,160,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,4020,3.980099502,13121011439
22808,1400000US13121011440,Census Tract 114.40; Fulton County; Georgia,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,3.905276278,13121011440
22809,1400000US13121011441,Census Tract 114.41; Fulton County; Georgia,261,138,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,3651,7.148726376,13121011441
22810,1400000US13121011442,Census Tract 114.42; Fulton County; Georgia,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,3.384615385,13121011442
22811,1400000US13121011443,Census Tract 114.43; Fulton County; Georgia,1104,57,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,737,0,0,0,0,0,0,0,0,0,0,0,0,13,3284,33.61753959,13121011443
22812,1400000US13121011444,Census Tract 114.44; Fulton County; Georgia,729,225,0,0,138,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,261,0,0,0,14,0,0,0,69,0,0,0,0,0,3589,20.31206464,13121011444
22813,1400000US13121011445,Census Tract 114.45; Fulton County; Georgia,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,4.133430022,13121011445
22814,1400000US13121011446,Census Tract 114.46; Fulton County; Georgia,103,18,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2969,3.469181543,13121011446
22815,1400000US13121011505,Census Tract 115.05; Fulton County; Georgia,256,46,0,21,122,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4290,5.967365967,13121011505
22816,1400000US13121011507,Census Tract 115.07; Fulton County; Georgia,231,82,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,5.331179321,13121011507
22817,1400000US13121011508,Census Tract 115.08; Fulton County; Georgia,420,0,0,10,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,12,0,0,0,0,0,0,0,0,0,5379,7.808142777,13121011508
22818,1400000US13121011509,Census Tract 115.09; Fulton County; Georgia,73,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2422,3.014037985,13121011509
22819,1400000US13121011510,Census Tract 115.10; Fulton County; Georgia,874,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,5977,14.62272043,13121011510
22820,1400000US13121011511,Census Tract 115.11; Fulton County; Georgia,205,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,21,0,0,0,0,0,0,0,0,20,2676,7.660687593,13121011511
22821,1400000US13121011512,Census Tract 115.12; Fulton County; Georgia,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229,1.114896253,13121011512
22822,1400000US13121011513,Census Tract 115.13; Fulton County; Georgia,96,11,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,10,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3492,2.749140893,13121011513
22823,1400000US13121011514,Census Tract 115.14; Fulton County; Georgia,143,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3095,4.620355412,13121011514
22824,1400000US13121011515,Census Tract 115.15; Fulton County; Georgia,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,2.150537634,13121011515
22825,1400000US13121011612,Census Tract 116.12; Fulton County; Georgia,648,352,0,22,157,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,51,0,0,0,8,0,0,0,0,0,0,0,0,0,3523,18.3934147,13121011612
22826,1400000US13121011618,Census Tract 116.18; Fulton County; Georgia,1354,305,0,0,0,0,0,13,0,0,0,60,0,0,0,0,0,0,20,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,4826,28.05636138,13121011618
22827,1400000US13121011624,Census Tract 116.24; Fulton County; Georgia,857,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,46,0,0,0,0,0,0,0,0,0,4050,21.16049383,13121011624
22828,1400000US13121011627,Census Tract 116.27; Fulton County; Georgia,1656,741,0,0,245,0,0,45,0,0,0,122,0,0,0,0,0,0,0,0,468,0,0,0,35,0,0,0,0,0,0,0,0,0,3980,41.6080402,13121011627
22829,1400000US13121011628,Census Tract 116.28; Fulton County; Georgia,1341,285,0,0,154,0,0,10,0,0,0,0,0,0,0,0,0,0,48,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,3527,38.020981,13121011628
22830,1400000US13121011629,Census Tract 116.29; Fulton County; Georgia,1358,699,0,72,107,0,0,9,0,0,0,98,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,4367,31.09686283,13121011629
22831,1400000US13121011630,Census Tract 116.30; Fulton County; Georgia,779,132,0,10,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,3347,23.27457425,13121011630
22832,1400000US13121011631,Census Tract 116.31; Fulton County; Georgia,1584,416,0,0,121,0,0,151,0,0,0,16,0,0,0,0,0,0,0,0,853,27,0,0,0,0,0,0,0,0,0,0,0,0,6609,23.96731729,13121011631
22833,1400000US13121011632,Census Tract 116.32; Fulton County; Georgia,2008,249,0,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,223,0,0,0,0,0,0,0,3444,58.30429733,13121011632
22834,1400000US13121011633,Census Tract 116.33; Fulton County; Georgia,597,167,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,3489,17.11092003,13121011633
22835,1400000US13121011634,Census Tract 116.34; Fulton County; Georgia,385,64,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,155,0,0,0,0,0,0,0,49,0,2656,14.49548193,13121011634
22836,1400000US13121011635,Census Tract 116.35; Fulton County; Georgia,1884,493,0,86,277,0,0,0,0,0,0,24,0,0,0,0,0,0,47,0,904,37,0,0,0,0,0,0,0,0,0,0,0,16,3131,60.17246886,13121011635
22837,1400000US13121011636,Census Tract 116.36; Fulton County; Georgia,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,55.31578947,13121011636
22838,1400000US13121011637,Census Tract 116.37; Fulton County; Georgia,559,103,0,0,33,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,22.86298569,13121011637
22839,1400000US13121011638,Census Tract 116.38; Fulton County; Georgia,816,132,0,0,111,0,0,144,0,0,0,12,42,0,0,0,0,0,77,0,239,0,0,0,0,0,59,0,0,0,0,0,0,0,4253,19.18645662,13121011638
22840,1400000US13121011639,Census Tract 116.39; Fulton County; Georgia,722,32,0,0,47,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,2199,32.83310596,13121011639
22841,1400000US13121011640,Census Tract 116.40; Fulton County; Georgia,1279,158,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,5238,24.41771669,13121011640
22842,1400000US13121011641,Census Tract 116.41; Fulton County; Georgia,679,78,0,71,0,0,0,0,0,0,0,13,0,0,0,0,0,0,54,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,4994,13.59631558,13121011641
22843,1400000US13121011642,Census Tract 116.42; Fulton County; Georgia,712,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,164,0,0,0,0,0,0,0,0,0,3301,21.56922145,13121011642
22844,1400000US13121011643,Census Tract 116.43; Fulton County; Georgia,2216,34,0,99,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,4376,50.63985375,13121011643
22845,1400000US13121011644,Census Tract 116.44; Fulton County; Georgia,932,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,22.57751938,13121011644
22846,1400000US13121011645,Census Tract 116.45; Fulton County; Georgia,422,199,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,82,0,0,0,0,0,0,0,0,0,0,3364,12.54458977,13121011645
22847,1400000US13121011646,Census Tract 116.46; Fulton County; Georgia,663,452,0,0,74,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,15.69230769,13121011646
22848,1400000US13121011647,Census Tract 116.47; Fulton County; Georgia,472,0,0,0,41,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,243,0,0,0,176,0,0,0,0,0,0,0,0,0,4987,9.464607981,13121011647
22849,1400000US13121011648,Census Tract 116.48; Fulton County; Georgia,993,93,0,0,70,0,0,0,0,0,0,0,0,59,0,0,0,0,223,0,512,0,0,0,0,0,0,0,0,0,0,0,0,36,2348,42.29131175,13121011648
22850,1400000US13121011649,Census Tract 116.49; Fulton County; Georgia,2601,697,0,52,459,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,5246,49.58063286,13121011649
22851,1400000US13121011650,Census Tract 116.50; Fulton County; Georgia,1981,95,0,0,52,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1732,0,0,0,0,0,0,0,0,0,0,0,78,0,4451,44.50685239,13121011650
22852,1400000US13121011651,Census Tract 116.51; Fulton County; Georgia,483,116,0,0,2,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,151,0,0,0,125,0,0,0,0,0,0,0,0,0,1811,26.67034787,13121011651
22853,1400000US13121011652,Census Tract 116.52; Fulton County; Georgia,1263,64,0,0,278,0,0,0,0,0,0,0,0,0,10,0,0,0,65,0,715,0,0,0,86,0,23,0,0,0,0,0,0,22,2766,45.66160521,13121011652
22854,1400000US13121011653,Census Tract 116.53; Fulton County; Georgia,272,88,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,3586,7.585052984,13121011653
22855,1400000US13121011654,Census Tract 116.54; Fulton County; Georgia,309,14,0,39,0,0,0,0,0,0,0,11,0,0,0,0,0,0,52,0,83,0,0,0,0,0,0,0,0,0,0,0,110,0,2359,13.09877067,13121011654
22856,1400000US13121011655,Census Tract 116.55; Fulton County; Georgia,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2571,2.761571373,13121011655
22857,1400000US13121011656,Census Tract 116.56; Fulton County; Georgia,1217,193,0,15,10,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,0,35,0,0,0,0,0,0,0,0,0,3907,31.14921935,13121011656
22858,1400000US13121011657,Census Tract 116.57; Fulton County; Georgia,941,101,0,0,68,0,0,82,0,0,0,8,0,0,0,0,0,0,6,0,661,0,0,0,7,0,0,0,0,0,0,0,0,8,3310,28.42900302,13121011657
22859,1400000US13121011658,Census Tract 116.58; Fulton County; Georgia,793,48,0,41,323,0,0,8,0,0,25,0,0,0,0,0,0,0,38,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,3859,20.54936512,13121011658
22860,1400000US13121011659,Census Tract 116.59; Fulton County; Georgia,1098,166,0,0,178,0,0,27,0,0,0,0,0,0,0,0,0,0,33,0,576,0,0,68,0,0,0,0,0,0,0,0,14,36,2840,38.66197183,13121011659
22861,1400000US13121011660,Census Tract 116.60; Fulton County; Georgia,1427,164,0,10,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,10,4884,29.21785422,13121011660
22862,1400000US13121011661,Census Tract 116.61; Fulton County; Georgia,162,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,7.254814151,13121011661
22863,1400000US13121011801,Census Tract 118.01; Fulton County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,13121011801
22864,1400000US13121011802,Census Tract 118.02; Fulton County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,0,13121011802
22865,1400000US13121011901,Census Tract 119.01; Fulton County; Georgia,106,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,5.083932854,13121011901
22866,1400000US13121011902,Census Tract 119.02; Fulton County; Georgia,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,0.950118765,13121011902
22867,1400000US13121012000,Census Tract 120; Fulton County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3683,0,13121012000
22868,1400000US13121012300,Census Tract 123; Fulton County; Georgia,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,84,23,0,0,0,0,0,0,0,0,0,0,0,0,2400,6.5,13121012300
22869,1400000US13121980000,Census Tract 9800; Fulton County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13121980000
22870,1400000US13123080100,Census Tract 801; Gilmer County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393,0,13123080100
22871,1400000US13123080200,Census Tract 802; Gilmer County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6216,0,13123080200
22872,1400000US13123080301,Census Tract 803.01; Gilmer County; Georgia,96,7,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,4.152249135,13123080301
22873,1400000US13123080302,Census Tract 803.02; Gilmer County; Georgia,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0.324594257,13123080302
22874,1400000US13123080401,Census Tract 804.01; Gilmer County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2813,0,13123080401
22875,1400000US13123080402,Census Tract 804.02; Gilmer County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4013,0,13123080402
22876,1400000US13123080403,Census Tract 804.03; Gilmer County; Georgia,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3214,0.217797138,13123080403
22877,1400000US13123080500,Census Tract 805; Gilmer County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4553,0,13123080500
22878,1400000US13125010100,Census Tract 101; Glascock County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2903,0,13125010100
22879,1400000US13127000101,Census Tract 1.01; Glynn County; Georgia,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,1.179443976,13127000101
22880,1400000US13127000103,Census Tract 1.03; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396,0,13127000103
22881,1400000US13127000104,Census Tract 1.04; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,13127000104
22882,1400000US13127000201,Census Tract 2.01; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,0,13127000201
22883,1400000US13127000202,Census Tract 2.02; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258,0,13127000202
22884,1400000US13127000301,Census Tract 3.01; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,13127000301
22885,1400000US13127000302,Census Tract 3.02; Glynn County; Georgia,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2439,0.57400574,13127000302
22886,1400000US13127000303,Census Tract 3.03; Glynn County; Georgia,35,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,1.022494888,13127000303
22887,1400000US13127000403,Census Tract 4.03; Glynn County; Georgia,65,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222,2.017380509,13127000403
22888,1400000US13127000405,Census Tract 4.05; Glynn County; Georgia,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281,0.306882946,13127000405
22889,1400000US13127000406,Census Tract 4.06; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6435,0,13127000406
22890,1400000US13127000407,Census Tract 4.07; Glynn County; Georgia,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3973,2.44147999,13127000407
22891,1400000US13127000408,Census Tract 4.08; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,0,13127000408
22892,1400000US13127000409,Census Tract 4.09; Glynn County; Georgia,44,0,0,0,0,0,0,0,0,0,0,28,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878,2.342917998,13127000409
22893,1400000US13127000501,Census Tract 5.01; Glynn County; Georgia,74,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4215,1.755634638,13127000501
22894,1400000US13127000503,Census Tract 5.03; Glynn County; Georgia,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3951,0.379650721,13127000503
22895,1400000US13127000504,Census Tract 5.04; Glynn County; Georgia,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4422,0.384441429,13127000504
22896,1400000US13127000601,Census Tract 6.01; Glynn County; Georgia,88,45,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579,2.458787371,13127000601
22897,1400000US13127000602,Census Tract 6.02; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,13127000602
22898,1400000US13127000701,Census Tract 7.01; Glynn County; Georgia,162,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,4.729927007,13127000701
22899,1400000US13127000702,Census Tract 7.02; Glynn County; Georgia,70,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4644,1.507321275,13127000702
22900,1400000US13127000800,Census Tract 8; Glynn County; Georgia,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4241,0.188634756,13127000800
22901,1400000US13127000900,Census Tract 9; Glynn County; Georgia,50,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4106,1.217730151,13127000900
22902,1400000US13127001001,Census Tract 10.01; Glynn County; Georgia,56,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,5553,1.008463893,13127001001
22903,1400000US13127001002,Census Tract 10.02; Glynn County; Georgia,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5511,3.592814371,13127001002
22904,1400000US13127990000,Census Tract 9900; Glynn County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13127990000
22905,1400000US13129970101,Census Tract 9701.01; Gordon County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142,0,13129970101
22906,1400000US13129970102,Census Tract 9701.02; Gordon County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,0,13129970102
22907,1400000US13129970201,Census Tract 9702.01; Gordon County; Georgia,41,5,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3424,1.197429907,13129970201
22908,1400000US13129970202,Census Tract 9702.02; Gordon County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696,0,13129970202
22909,1400000US13129970301,Census Tract 9703.01; Gordon County; Georgia,255,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,8.220502901,13129970301
22910,1400000US13129970302,Census Tract 9703.02; Gordon County; Georgia,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,5131,1.325277724,13129970302
22911,1400000US13129970400,Census Tract 9704; Gordon County; Georgia,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6504,0.384378844,13129970400
22912,1400000US13129970500,Census Tract 9705; Gordon County; Georgia,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4767,0.797147053,13129970500
22913,1400000US13129970601,Census Tract 9706.01; Gordon County; Georgia,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3190,1.097178683,13129970601
22914,1400000US13129970602,Census Tract 9706.02; Gordon County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3747,0,13129970602
22915,1400000US13129970700,Census Tract 9707; Gordon County; Georgia,86,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4696,1.831345826,13129970700
22916,1400000US13129970801,Census Tract 9708.01; Gordon County; Georgia,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3578,0.838457239,13129970801
22917,1400000US13129970802,Census Tract 9708.02; Gordon County; Georgia,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,2.012297373,13129970802
22918,1400000US13129970901,Census Tract 9709.01; Gordon County; Georgia,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,4830,1.407867495,13129970901
22919,1400000US13129970902,Census Tract 9709.02; Gordon County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058,0,13129970902
22920,1400000US13131950100,Census Tract 9501; Grady County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,0,13131950100
22921,1400000US13131950200,Census Tract 9502; Grady County; Georgia,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2453,0.366897676,13131950200
22922,1400000US13131950300,Census Tract 9503; Grady County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4201,0,13131950300
22923,1400000US13131950401,Census Tract 9504.01; Grady County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483,0,13131950401
22924,1400000US13131950402,Census Tract 9504.02; Grady County; Georgia,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4587,0.261608895,13131950402
22925,1400000US13131950501,Census Tract 9505.01; Grady County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,13131950501
