Census Tract,Geography,Geographic Area Name,Total,"Chinese, except Taiwanese",Hmong,Japanese,Korean,Mongolian,Okinawan,Taiwanese,Other East Asian,Burmese,Cambodian,Filipino,Indonesian,Laotian,Malaysian,Mien,Singaporean,Thai,Vietnamese,Other Southeast Asian,Asian Indian,Bangladeshi,Bhutanese,Nepalese,Pakistani,Sikh,Sri Lankan,Other South Asian,Kazakh,Uzbek,Other Central Asian,"Other Asian, specified","Other Asian, not specified",Two or more Asian,Estimate!!Total:,Percent Asian of Census Tract,GEOID
21412,1400000US13021013409,Census Tract 134.09; Bibb County; Georgia,172,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,48,0,55,0,0,0,62,0,0,0,0,0,0,0,0,0,4684,3.672075149,13021013409
21413,1400000US13021013411,Census Tract 134.11; Bibb County; Georgia,292,22,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,4923,5.931342677,13021013411
21414,1400000US13021013412,Census Tract 134.12; Bibb County; Georgia,517,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,327,0,0,0,0,0,0,0,0,0,0,0,0,27,3946,13.10187532,13021013412
21415,1400000US13021013413,Census Tract 134.13; Bibb County; Georgia,158,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,8.053007136,13021013413
21416,1400000US13021013502,Census Tract 135.02; Bibb County; Georgia,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,0.433973962,13021013502
21417,1400000US13021013503,Census Tract 135.03; Bibb County; Georgia,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2239,1.429209469,13021013503
21418,1400000US13021013505,Census Tract 135.05; Bibb County; Georgia,146,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848,3.011551155,13021013505
21419,1400000US13021013506,Census Tract 135.06; Bibb County; Georgia,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4564,1.511831727,13021013506
21420,1400000US13021013603,Census Tract 136.03; Bibb County; Georgia,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,4839,1.053936764,13021013603
21421,1400000US13021013604,Census Tract 136.04; Bibb County; Georgia,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4680,0.405982906,13021013604
21422,1400000US13021013605,Census Tract 136.05; Bibb County; Georgia,92,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,6616,1.390568319,13021013605
21423,1400000US13021013607,Census Tract 136.07; Bibb County; Georgia,132,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995,4.407345576,13021013607
21424,1400000US13021013608,Census Tract 136.08; Bibb County; Georgia,107,60,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4171,2.565332055,13021013608
21425,1400000US13021013701,Census Tract 137.01; Bibb County; Georgia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1789,0.335382895,13021013701
21426,1400000US13021013702,Census Tract 137.02; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,0,13021013702
21427,1400000US13021013800,Census Tract 138; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1518,0,13021013800
21428,1400000US13021013900,Census Tract 139; Bibb County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,13021013900
21429,1400000US13021014000,Census Tract 140; Bibb County; Georgia,30,0,0,0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,0.818777293,13021014000
21430,1400000US13023790100,Census Tract 7901; Bleckley County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4365,0,13023790100
21431,1400000US13023790200,Census Tract 7902; Bleckley County; Georgia,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780,0.287769784,13023790200
21432,1400000US13023790301,Census Tract 7903.01; Bleckley County; Georgia,108,72,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,3.515625,13023790301
21433,1400000US13023790302,Census Tract 7903.02; Bleckley County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,13023790302
21434,1400000US13025960101,Census Tract 9601.01; Brantley County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3689,0,13025960101
21435,1400000US13025960102,Census Tract 9601.02; Brantley County; Georgia,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189,0.878018188,13025960102
21436,1400000US13025960201,Census Tract 9602.01; Brantley County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695,0,13025960201
21437,1400000US13025960202,Census Tract 9602.02; Brantley County; Georgia,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,4084,2.399608227,13025960202
21438,1400000US13025960300,Census Tract 9603; Brantley County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5448,0,13025960300
21439,1400000US13027960200,Census Tract 9602; Brooks County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,13027960200
21440,1400000US13027960301,Census Tract 9603.01; Brooks County; Georgia,96,0,0,0,6,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3426,2.802101576,13027960301
21441,1400000US13027960302,Census Tract 9603.02; Brooks County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,13027960302
21442,1400000US13027960400,Census Tract 9604; Brooks County; Georgia,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3908,0.230296827,13027960400
21443,1400000US13027960500,Census Tract 9605; Brooks County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326,0,13027960500
21444,1400000US13027960600,Census Tract 9606; Brooks County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519,0,13027960600
21445,1400000US13029920101,Census Tract 9201.01; Bryan County; Georgia,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5033,1.01331214,13029920101
21446,1400000US13029920103,Census Tract 9201.03; Bryan County; Georgia,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4315,0.208574739,13029920103
21447,1400000US13029920104,Census Tract 9201.04; Bryan County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,0,13029920104
21448,1400000US13029920301,Census Tract 9203.01; Bryan County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,0,13029920301
21449,1400000US13029920303,Census Tract 9203.03; Bryan County; Georgia,192,13,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,16,0,0,0,0,10,6922,2.773764808,13029920303
21450,1400000US13029920305,Census Tract 9203.05; Bryan County; Georgia,122,47,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5196,2.347959969,13029920305
21451,1400000US13029920307,Census Tract 9203.07; Bryan County; Georgia,213,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,70,0,0,0,0,0,0,0,0,0,9315,2.286634461,13029920307
21452,1400000US13029920308,Census Tract 9203.08; Bryan County; Georgia,436,112,0,255,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,10594,4.115537096,13029920308
21453,1400000US13029980000,Census Tract 9800; Bryan County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13029980000
21454,1400000US13031110100,Census Tract 1101; Bulloch County; Georgia,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675,0.19047619,13031110100
21455,1400000US13031110201,Census Tract 1102.01; Bulloch County; Georgia,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3721,0.241870465,13031110201
21456,1400000US13031110202,Census Tract 1102.02; Bulloch County; Georgia,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4380,1.278538813,13031110202
21457,1400000US13031110301,Census Tract 1103.01; Bulloch County; Georgia,48,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3863,1.242557598,13031110301
21458,1400000US13031110302,Census Tract 1103.02; Bulloch County; Georgia,216,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,4715,4.581124072,13031110302
21459,1400000US13031110401,Census Tract 1104.01; Bulloch County; Georgia,24,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4803,0.499687695,13031110401
21460,1400000US13031110405,Census Tract 1104.05; Bulloch County; Georgia,76,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5861,1.296707047,13031110405
21461,1400000US13031110406,Census Tract 1104.06; Bulloch County; Georgia,86,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,4.880817253,13031110406
21462,1400000US13031110407,Census Tract 1104.07; Bulloch County; Georgia,142,42,0,21,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,65,0,0,0,6,0,0,0,0,0,0,0,0,0,4501,3.154854477,13031110407
21463,1400000US13031110408,Census Tract 1104.08; Bulloch County; Georgia,173,24,0,36,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,17,0,0,0,6,0,0,0,0,0,0,0,0,64,3433,5.039324206,13031110408
21464,1400000US13031110500,Census Tract 1105; Bulloch County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4536,0,13031110500
21465,1400000US13031110602,Census Tract 1106.02; Bulloch County; Georgia,68,41,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4825,1.409326425,13031110602
21466,1400000US13031110603,Census Tract 1106.03; Bulloch County; Georgia,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186,0.310559006,13031110603
21467,1400000US13031110604,Census Tract 1106.04; Bulloch County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3323,0,13031110604
21468,1400000US13031110701,Census Tract 1107.01; Bulloch County; Georgia,61,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5558,1.097517092,13031110701
21469,1400000US13031110702,Census Tract 1107.02; Bulloch County; Georgia,128,57,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3656,3.501094092,13031110702
21470,1400000US13031110703,Census Tract 1107.03; Bulloch County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,0,13031110703
21471,1400000US13031110800,Census Tract 1108; Bulloch County; Georgia,9,2,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044,0.295663601,13031110800
21472,1400000US13031110901,Census Tract 1109.01; Bulloch County; Georgia,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4474,0.804649084,13031110901
21473,1400000US13031110902,Census Tract 1109.02; Bulloch County; Georgia,95,0,0,0,42,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,3.001579779,13031110902
21474,1400000US13033950101,Census Tract 9501.01; Burke County; Georgia,108,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,4.21875,13033950101
21475,1400000US13033950102,Census Tract 9501.02; Burke County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3114,0,13033950102
21476,1400000US13033950200,Census Tract 9502; Burke County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317,0,13033950200
21477,1400000US13033950400,Census Tract 9504; Burke County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627,0,13033950400
21478,1400000US13033950500,Census Tract 9505; Burke County; Georgia,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5950,0.235294118,13033950500
21479,1400000US13033950700,Census Tract 9507; Burke County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2943,0,13033950700
21480,1400000US13033950900,Census Tract 9509; Burke County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,0,13033950900
21481,1400000US13035150101,Census Tract 1501.01; Butts County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217,0,13035150101
21482,1400000US13035150102,Census Tract 1501.02; Butts County; Georgia,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5080,0.177165354,13035150102
21483,1400000US13035150201,Census Tract 1502.01; Butts County; Georgia,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4987,0.18046922,13035150201
21484,1400000US13035150202,Census Tract 1502.02; Butts County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,0,13035150202
21485,1400000US13035150300,Census Tract 1503; Butts County; Georgia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8614,0.034827026,13035150300
21486,1400000US13037950100,Census Tract 9501; Calhoun County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778,0,13037950100
21487,1400000US13037950200,Census Tract 9502; Calhoun County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816,0,13037950200
21488,1400000US13039010100,Census Tract 101; Camden County; Georgia,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662,0.976709241,13039010100
21489,1400000US13039010201,Census Tract 102.01; Camden County; Georgia,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,0.05192108,13039010201
21490,1400000US13039010202,Census Tract 102.02; Camden County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,0,13039010202
21491,1400000US13039010302,Census Tract 103.02; Camden County; Georgia,48,6,0,4,9,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,0.971463267,13039010302
21492,1400000US13039010303,Census Tract 103.03; Camden County; Georgia,181,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,3588,5.044593088,13039010303
21493,1400000US13039010304,Census Tract 103.04; Camden County; Georgia,94,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,2.99744898,13039010304
21494,1400000US13039010305,Census Tract 103.05; Camden County; Georgia,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,5.393258427,13039010305
21495,1400000US13039010403,Census Tract 104.03; Camden County; Georgia,250,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,5.549389567,13039010403
21496,1400000US13039010404,Census Tract 104.04; Camden County; Georgia,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5253,1.370645346,13039010404
21497,1400000US13039010405,Census Tract 104.05; Camden County; Georgia,79,0,0,14,0,0,0,0,0,0,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7024,1.124715262,13039010405
21498,1400000US13039010406,Census Tract 104.06; Camden County; Georgia,23,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,0.990525409,13039010406
21499,1400000US13039010407,Census Tract 104.07; Camden County; Georgia,61,0,0,9,0,0,0,0,0,0,0,39,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795,1.607378129,13039010407
21500,1400000US13039010500,Census Tract 105; Camden County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,13039010500
21501,1400000US13039010602,Census Tract 106.02; Camden County; Georgia,59,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,4.066161268,13039010602
21502,1400000US13039010603,Census Tract 106.03; Camden County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,13039010603
21503,1400000US13039010604,Census Tract 106.04; Camden County; Georgia,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3961,0.27770765,13039010604
21504,1400000US13039990000,Census Tract 9900; Camden County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13039990000
21505,1400000US13043950100,Census Tract 9501; Candler County; Georgia,37,27,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5178,0.714561607,13043950100
21506,1400000US13043950200,Census Tract 9502; Candler County; Georgia,55,7,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312,1.660628019,13043950200
21507,1400000US13043950300,Census Tract 9503; Candler County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,0,13043950300
21508,1400000US13045910101,Census Tract 9101.01; Carroll County; Georgia,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,137,6452,4.525728456,13045910101
21509,1400000US13045910103,Census Tract 9101.03; Carroll County; Georgia,20,4,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5442,0.367511944,13045910103
21510,1400000US13045910105,Census Tract 9101.05; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4561,0,13045910105
21511,1400000US13045910106,Census Tract 9101.06; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6006,0,13045910106
21512,1400000US13045910201,Census Tract 9102.01; Carroll County; Georgia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3645,0.082304527,13045910201
21513,1400000US13045910202,Census Tract 9102.02; Carroll County; Georgia,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5832,0.85733882,13045910202
21514,1400000US13045910203,Census Tract 9102.03; Carroll County; Georgia,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4434,0.811907984,13045910203
21515,1400000US13045910301,Census Tract 9103.01; Carroll County; Georgia,110,0,0,0,0,0,0,0,0,0,0,8,0,58,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339,3.294399521,13045910301
21516,1400000US13045910302,Census Tract 9103.02; Carroll County; Georgia,31,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,0.779482022,13045910302
21517,1400000US13045910400,Census Tract 9104; Carroll County; Georgia,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724,0.107411386,13045910400
21518,1400000US13045910502,Census Tract 9105.02; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226,0,13045910502
21519,1400000US13045910503,Census Tract 9105.03; Carroll County; Georgia,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3952,1.467611336,13045910503
21520,1400000US13045910504,Census Tract 9105.04; Carroll County; Georgia,95,10,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,4,0,0,0,0,0,0,0,3971,2.392344498,13045910504
21521,1400000US13045910600,Census Tract 9106; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113,0,13045910600
21522,1400000US13045910704,Census Tract 9107.04; Carroll County; Georgia,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3812,0.236096537,13045910704
21523,1400000US13045910705,Census Tract 9107.05; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5149,0,13045910705
21524,1400000US13045910706,Census Tract 9107.06; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5851,0,13045910706
21525,1400000US13045910707,Census Tract 9107.07; Carroll County; Georgia,50,27,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748,1.053074979,13045910707
21526,1400000US13045910708,Census Tract 9107.08; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,0,13045910708
21527,1400000US13045910709,Census Tract 9107.09; Carroll County; Georgia,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4022,0.198906017,13045910709
21528,1400000US13045910800,Census Tract 9108; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,0,13045910800
21529,1400000US13045910900,Census Tract 9109; Carroll County; Georgia,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4126,0.315075133,13045910900
21530,1400000US13045911001,Census Tract 9110.01; Carroll County; Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521,0,13045911001
21531,1400000US13045911002,Census Tract 9110.02; Carroll County; Georgia,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278,0.427089689,13045911002
